checking account status,Duration in month,Credit history,Purpose,Credit amount,Savings account/bonds,employment, Installment,status n sex, Other debtors / guarantors,residence,Property,Age in years,Other installment plans,Housing,existing credits no.,Job,liability responsibles,Telephone,foreign worker,node,percentage
7.286629219575074e-08,6.311414554281892e-06,1.2921311474285488e-08,1.4264991368714773e-08,8.094356145900757e-07,3.703703703703296e-07,5.729666779854575e-09,4.267678230323293e-09,3.1481153901770016e-06,2.8657240682775083e-06,7.856383332327981e-07,1.1969732139312347e-06,1.5815953948357022e-06,1.5740729771645275e-06,6.8290257716080085e-06,7.920370285468309e-07,3.964267562017628e-07,4.603601340905001e-09,0.0,3.223184878909062e-06,507,10
1.4736151704235274e-06,2.9425643526107818e-06,9.279906872114453e-07,6.413220961339395e-07,2.739572137019968e-06,2.4949124782560716e-07,5.246443369578481e-07,2.8839393925349467e-07,1.1751645804998643e-06,1.5713279384821354e-06,3.1319671143003593e-07,5.784793835811515e-07,1.0291875380475354e-06,7.872119897636511e-07,2.9589072414577316e-06,9.98265079345034e-07,7.456527785677385e-07,8.401690318653331e-07,1.6449424403332588e-07,1.8588359910276307e-06,818,10
0.00015614243083620066,0.0002190858339732372,7.290697587682409e-05,0.00015390488353656732,0.00020057279290711214,0.00014519923834040876,0.00017662303423920424,9.925481763165781e-05,0.00015977691162075754,0.00015770037008865914,9.1368772589149e-05,0.0001493881328552779,0.00018482581346796465,0.00017444501512191486,0.00029274715252605786,0.00020758488160433687,0.0002121452329009372,0.00025235685315126667,0.00013883219311810801,0.00017474562957731782,452,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368,10
7.218754974057244e-06,2.0070783509624526e-05,9.391196341009154e-06,7.875052384075649e-06,1.953905747592083e-05,4.075240527711744e-06,5.970802060602256e-06,4.124550270131097e-06,8.144217942631727e-06,9.722817370183628e-06,3.574272478342701e-06,5.8069229417431e-06,9.66829422277054e-06,8.344591570902548e-06,2.5525015010769155e-05,1.1185663109619852e-05,1.196959888628945e-05,2.9176758811068362e-05,2.067623982030181e-06,1.4680320786320062e-05,242,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,929,10
1.8539108700177712e-06,5.06182241025189e-05,3.0499073570733334e-05,3.4215344777301947e-06,2.464036713395706e-05,7.694223573404432e-06,1.4114266713771458e-05,1.0768971238149322e-05,2.103723342664311e-05,2.229754425408793e-05,3.092170646703057e-06,1.0264964181585338e-06,2.426520224600997e-05,2.128406459333103e-05,5.4905880274454295e-06,5.112489939206611e-06,1.0077874833126172e-05,4.783998475522615e-05,2.6467409168119224e-06,3.0543414120479996e-05,262,10
6.045336202683678e-06,5.461188759253228e-05,1.2798046580323581e-05,4.260000362886693e-06,4.101519758913178e-05,7.707308934151323e-06,4.510319707756411e-06,1.0990724916323067e-05,7.004255071792543e-06,2.1886320695458226e-05,1.3184880266912484e-05,2.0320352768095136e-05,1.8004543714324363e-05,2.089281062109514e-05,6.641024282971088e-05,1.8864564179028163e-05,2.9898271042372957e-05,4.723203358898139e-05,2.664029374205836e-06,3.0161909448858762e-05,810,10
0.000270952403443713,0.0003893505127085962,0.000377874398798537,0.0002993073623561021,0.00037720486058764185,0.00040553618794323125,0.0003998360516968213,0.00034771545054995906,0.00031135811221452356,0.0003072616904959422,0.00024690343411774124,0.0003048005921172988,0.0003539372450627621,0.0003269584116834508,0.0004420635573290331,0.0003974421123781177,0.00034912413022469965,0.0004330489246098367,0.00040687204030946905,0.0003299223983682198,318,10
6.484499504878931e-05,0.0001399064035364036,4.23733050109747e-05,6.593640798541612e-05,0.00011513592758474376,3.6811470943570664e-05,4.637610308559814e-05,2.8501156278967262e-05,5.277277162957762e-05,2.2046650638218865e-05,3.903422545102237e-05,5.0865201489188244e-05,6.229390927066828e-05,7.528191733713736e-05,0.00018027210092353416,6.235303135062627e-05,8.397173090764345e-05,0.0001633534737613133,1.5786746494110414e-05,6.885418672657726e-05,49,10
1.7533914678134007e-06,6.881024078628335e-06,2.4589030948491796e-06,1.058152678142271e-06,5.633582531474242e-06,7.252389579309794e-07,1.4121564840376518e-06,8.463045249515717e-07,2.3329120276625905e-06,3.1536391865065615e-06,6.93990899898124e-07,1.3015948392579664e-06,2.5491068566724037e-06,2.0130952686970095e-06,5.59655730328794e-06,2.2390893466315075e-06,2.3042624857703446e-06,3.483625693129384e-06,3.6555218856401275e-07,4.363101228482662e-06,446,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,10
0.0002599822868349115,0.0003788541187900961,0.0003091824005969832,0.00027627727319591545,0.00037122360607619006,0.0002130760064754752,0.00035456635425969683,0.00024695335788184856,0.00028232695098327635,0.0003035304713810867,0.00020778014798655386,0.00030531248930977073,0.0003297761164235552,0.0003192895802182688,0.0004601631888932153,0.00033202333508606336,0.00033143056211497194,0.00039985893716275745,0.00017684257530987567,0.00032667808692730385,968,10
0.0002789848107908237,0.00039612280576383375,0.00038850095704870717,0.00030456401491410446,0.00038422848241331147,0.0004147761504387699,0.0004105513345654876,0.000356830171280716,0.00034573352345872947,0.0003169373732643888,0.00025299511881260645,0.00031279422080462125,0.0003731383689855776,0.0003367230971377381,0.0004533006049220168,0.00037477714454524184,0.0003793316963768482,0.0004435280566702773,0.0004155963231389937,0.00033962035644571984,345,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971,10
5.6182781967660625e-05,9.689244207123732e-05,3.3361044228352515e-05,3.522968216887248e-05,9.131817966872001e-05,2.0873953360914022e-05,3.164506043803374e-05,1.9271375599653734e-05,4.366391257150761e-05,4.268119546501671e-05,9.43787326390007e-06,4.1492076882428655e-06,3.900841606238702e-05,5.378023349776224e-06,1.891018946054053e-05,6.37749871367383e-05,6.276015483603568e-05,0.000126816313045322,1.106965067769964e-05,5.4957142415961466e-05,133,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104,10
0.0009387993170358608,0.0013633128650720056,0.0014422787145151614,0.0010755450924803903,0.0012170399663306436,0.0014457306935205918,0.0012280464233983242,0.001215607418139997,0.0009830279728399926,0.001087748249733943,0.0009103043451385209,0.0012416830057884543,0.0012686816607875556,0.0010180143635386048,0.0012707957480821127,0.0013547249546502086,0.0011747763840226763,0.0016444206633552828,0.0016600136759295338,0.0010226658618756124,6,10
0.00017352745736315845,0.0003191013708636367,0.0002382102955210501,0.0002241999209967099,0.00029379871770332825,0.00026766508978495523,0.00021152224290497176,0.00014311396533794413,0.00028353990279093703,0.00015929806318275394,0.00015812996493997907,0.00028468143554142514,0.00027745443185747546,0.0002608881220665447,0.0003774805088965572,0.0002673930132518882,0.0002727952087444442,0.0003296598222762789,0.0003176420923177132,0.0002646055639632214,600,10
7.0045108202651095e-09,3.1999469583737045e-08,1.7470300489166491e-09,3.4940592852611825e-09,2.2935804910019692e-08,0.0,1.747030048916649e-09,0.0,1.6380416726808908e-08,1.561914404227859e-08,1.747030048916649e-09,7.645292486909273e-09,1.1139340499051458e-08,1.1139340499051458e-08,5.144102285919309e-08,3.494059285261182e-09,8.73514215542133e-09,3.4940592814641162e-09,0.0,1.6380414348813102e-08,496,10
9.693940227252917e-06,1.913858446601731e-05,5.698713012356397e-06,1.2592156358870327e-05,3.338612613816733e-05,5.067926862873501e-06,9.370294671544257e-06,3.0609834874450086e-06,7.713583728354067e-06,1.2688892570377212e-05,6.152019262422978e-06,3.583829967903359e-07,8.833821432563129e-06,9.659289975192889e-06,2.8350674563181408e-06,7.999093793908122e-06,1.381121331235436e-05,1.8311967474998326e-05,1.386174206743881e-06,1.5796425199657475e-05,702,10
1.537466850009775e-06,3.737129626603854e-06,1.2373108671205926e-06,6.968296494864215e-07,3.2429379271522202e-06,3.520794650793862e-07,6.539679221656105e-07,4.397066871661869e-07,1.3933317979875467e-06,1.9559000919104806e-06,4.252987058663809e-07,7.243540382579304e-07,1.3415338890903833e-06,1.1303172315292384e-06,3.4997164534940997e-06,1.1830455844856384e-06,1.0428994020686782e-06,1.511505480653277e-06,2.0041602175406842e-07,2.394224380828914e-06,472,10
4.557667474113414e-05,7.45154974284722e-05,4.3514048543919485e-05,5.87488443911365e-06,6.495618214446002e-05,1.4537566692029121e-05,2.8415926720682118e-05,1.3841179503446055e-05,3.407999264891956e-05,3.525252418285017e-05,2.1537906849762507e-05,2.2244007775079428e-05,3.840857436013956e-05,2.4353306451101476e-06,0.00011735589520395624,4.790969661817912e-05,4.6874080432307e-05,9.223029702121519e-05,9.698746197757482e-06,4.547349733210473e-05,598,10
0.0003037690400661103,0.00041604085703696083,0.0003734418838176692,0.000313824146476517,0.00039689385213891515,0.0004047302128181319,0.00036242768302506686,0.0003435883286861054,0.00034531299075819723,0.0003273967660705427,0.00034384585974965316,0.00039365129188313644,0.00039680189829825654,0.00034715480348718273,0.00046529240898058547,0.0003868056270573154,0.0003699589657934479,0.0004547867681866293,0.0004258732338639471,0.00035000878136833566,502,10
5.5910299406814064e-05,7.03934445475571e-05,6.27483081906042e-05,3.443739030090566e-05,9.035822992244693e-05,2.021520902999425e-05,3.134534799581655e-05,1.897282378078077e-05,9.893460627152352e-06,4.2665545621124994e-05,2.8486758901046922e-05,4.21366591556829e-05,5.106391062845907e-05,5.226603476956416e-05,0.00013960682088718024,6.326768658353963e-05,6.216889785662605e-05,0.00012620778785880384,8.192258401292573e-06,5.465295007628905e-05,433,10
