sepal_length,sepal_width,petal_length,petal_width,node,percentage
0.0048444444444444455,0.0007148148148148158,0.0003370370370370369,0.000458518518518519,14,40
0.002758293923853925,0.0023067682362082364,0.001546612101787103,0.0028149001815591834,98,40
0.0,0.0,0.0,0.0,75,40
0.004240714417486543,0.0010972350512728618,0.0003748628281529315,0.0008568131799445993,16,40
0.0,0.0,0.0,0.0,131,40
0.004762809018041377,0.00426589053587101,0.0037189375419456197,0.003459450373860463,56,40
0.0,0.0,0.0,0.0,141,40
0.0027809103042195486,0.0014897178088030903,0.0007762715179939961,0.0009526397574407138,44,40
0.0,0.0,0.0,0.0,29,40
0.002696955379468854,0.005158683205002689,0.0021717564607064543,0.0008091971583587659,120,40
0.00517159307566082,0.004796568327317636,0.0037878342445413177,0.00421541574152134,94,40
0.004577668400938174,0.0015613802509298026,0.000986672227804457,0.0012468493834961948,5,40
0.002672784590487924,0.006824697929324478,0.0021786600645812507,0.0016729547364134154,102,40
0.005615532514554674,0.005922234684643337,0.005045654776507571,0.005405988488402915,51,40
0.0064230893272456055,0.007216863087552247,0.004910285068157057,0.005269664411198137,78,40
0.002867621303790247,0.006207062973610265,0.0016240029684494838,0.0017991867646812104,42,40
0.0,0.0,0.0,0.0,92,40
0.006880587294139149,0.007331335835225045,0.005699936676464926,0.006127907651465394,66,40
0.006339491461384693,0.005362284288389473,0.0021430079643458473,0.0025249575640511773,31,40
0.0,0.0,0.0,0.0,35,40
0.0067205322329858186,0.007441282002116103,0.0062721310058043,0.005799072468422203,90,40
0.0065290199670414335,0.00840037140996219,0.006495888743976883,0.007224195123627389,84,40
0.0,0.0,0.0,0.0,77,40
0.0,0.0,0.0,0.0,40,40
0.006037086029308026,0.007686702869749,0.00480799030400267,0.00609075358092496,125,40
0.0,0.0,0.0,0.0,99,40
0.0,0.0,0.0,0.0,33,40
0.0066119293045645445,0.00618573226213656,0.0038344388952844294,0.004226183343849678,19,40
0.0,0.0,0.0,0.0,73,40
0.0,0.0,0.0,0.0,146,40
0.011622263810781483,0.009279874558904746,0.008908214017458286,0.008902615013655926,91,40
0.0,0.0,0.0,0.0,135,40
0.00936987082587612,0.010660459243074039,0.0072002243556715615,0.00753719305419071,69,40
0.014575381937161699,0.012530015453634386,0.009655364511375433,0.007777730061685044,128,40
0.0,0.0,0.0,0.0,114,40
0.011688571291325903,0.011128219421381456,0.007780004808186012,0.007956588145431844,48,40
0.0,0.0,0.0,0.0,53,40
0.0,0.0,0.0,0.0,28,40
0.01767260897711013,0.015490935000951334,0.014816967503363969,0.016401264532942512,54,40
0.02027918971124304,0.01880030319889448,0.01751538594950893,0.018486338458506318,108,40
0.0,0.0,0.0,0.0,112,40
0.0,0.0,0.0,0.0,17,40
0.021406138566187775,0.018810814733385847,0.018626964598250046,0.019996459965567773,119,40
0.027683124177045965,0.021401424829755447,0.02643539413698688,0.028676210045310454,103,40
0.037308949262188223,0.03210213724463318,0.03403081917899144,0.03617958264555839,58,40
