sepal_length,sepal_width,petal_length,petal_width,node,percentage
0.0,0.0,0.0,0.0,14,30
0.0,0.0,0.0,0.0,98,30
0.0038051459901070296,0.0036932294790786293,0.003945023118216682,0.004136618181072112,75,30
0.004835716663206077,0.004501101519025446,0.004842550088959008,0.004974044093572848,16,30
0.0,0.0,0.0,0.0,131,30
0.0001845138888888904,0.00011166666666666579,0.00036201388888888774,0.00044243055555555344,56,30
0.006063004773696007,0.0059947772167799115,0.006049021461402231,0.006161524187203721,141,30
0.005023214738553312,0.004619330339097928,0.004979212578557941,0.005137672925632721,44,30
0.006552545724251551,0.006431756250361952,0.0064851450492961725,0.006657630877575267,29,30
0.009116526547169372,0.009065809380585696,0.00902639249532615,0.009230501361957275,120,30
0.0,0.0,0.0,0.0,94,30
0.0,0.0,0.0,0.0,5,30
0.010919407983672517,0.010883800723503131,0.010875119636263336,0.011103801409528984,102,30
0.001552603915607716,0.001319094648581814,0.0019738439823776327,0.002217688947719162,51,30
0.0,0.0,0.0,0.0,78,30
0.0,0.0,0.0,0.0,42,30
0.01436821660205502,0.014263673509195628,0.014173775651229292,0.014229052385883963,92,30
0.0011399296805343902,0.0010278691244036378,0.0017109426533880785,0.0019424592741072422,66,30
0.005363215749688064,0.0051354532522955056,0.005312218486184468,0.0054603525015506395,31,30
0.007051865523039772,0.006909391661119049,0.006982118739333309,0.007166863526812537,35,30
0.004990695408573279,0.005109690069549892,0.005044516932672889,0.0052160366007426,90,30
0.0009308413887791083,0.0008398900521012129,0.0014810941222082774,0.0016951350975223634,84,30
0.00025049508923916775,0.00010642353910068333,0.0003250272300016304,0.0003647748992342764,77,30
0.007662720539607815,0.007500992686785071,0.007602466112418705,0.007803780121282338,40,30
0.0,0.0,0.0,0.0,125,30
0.008449165245756332,0.008388942378570397,0.008399761345118651,0.008606161244802575,99,30
0.0038340041982441253,0.004201235022774848,0.0047133344375489845,0.004987281133052591,33,30
0.005981791315255889,0.005676752486199369,0.0058840947077029755,0.006069612192247702,19,30
0.005670265893519221,0.005636017510802473,0.005677740095367444,0.005887842573266747,73,30
0.0032282221716196375,0.0037363693075603715,0.0040521535688394445,0.004475450076358166,146,30
0.0,0.0,0.0,0.0,91,30
0.005048386756093912,0.0050374427936784654,0.00526192627490772,0.005365957838771848,135,30
0.0,0.0,0.0,0.0,69,30
0.0,0.0,0.0,0.0,128,30
0.011564664627822227,0.011547704827980634,0.011155943787053403,0.011361992957341867,114,30
0.008313217844581746,0.008228693251987274,0.00824835180160459,0.008434753187797926,48,30
0.0,0.0,0.0,0.0,53,30
0.0,0.0,0.0,0.0,28,30
0.001473824717037466,0.0014056436606125979,0.001860537994156389,0.0021020330888202503,54,30
0.00420239724673843,0.004528348334302587,0.004626806439947032,0.004654205743377911,108,30
0.017354023065322605,0.017321557241970945,0.016733915680580108,0.01705227121530402,112,30
0.007867189583038548,0.007808451572261364,0.007722242292699605,0.00793879852720513,17,30
0.00024707052669963714,0.0007132857830844861,0.0005077804689554393,0.0006189076195770092,119,30
0.005181566870240207,0.005202917163941707,0.005446236708976222,0.005558447043388376,103,30
0.004869453551917854,0.004855566475972862,0.004990374347302828,0.005190881794709605,58,30
