id,radius_mean,texture_mean,perimeter_mean,area_mean,smoothness_mean,compactness_mean,concavity_mean,concave points_mean,symmetry_mean,fractal_dimension_mean,radius_se,texture_se,perimeter_se,area_se,smoothness_se,compactness_se,concavity_se,concave points_se,symmetry_se,fractal_dimension_se,radius_worst,texture_worst,perimeter_worst,area_worst,smoothness_worst,compactness_worst,concavity_worst,concave points_worst,symmetry_worst,fractal_dimension_worst,node,percentage
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421,50
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,50
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292,50
0.0006971583909545716,0.0013268476544821984,0.0009107028241092205,0.0013053854708626764,0.0012006083814078466,0.0008641442551947063,0.0008551607830925034,0.0009651905217747081,0.0011016489284426147,0.0009101208678452932,0.001001685602369597,0.0007400098526827664,0.0009861685222975966,0.0007380268305658545,0.0007181856943553786,0.0009612374676963204,0.0008500732015022435,0.0007367574162259262,0.0008031500274543692,0.0010059632267487577,0.0008118274955566249,0.0013063563695220395,0.0009497771251961444,0.0012564435696169227,0.0011079126441864017,0.0009262701085098016,0.00085875026383731,0.0010810513753749472,0.001416348728837553,0.0009093597903109151,0.000805080142908371,186,50
2.328411798071471e-05,4.659636982416341e-05,0.00012388992390695077,5.241028077141177e-05,4.4256678956324733e-05,6.752279426349987e-05,0.0001570818444106101,0.0001356963075886984,0.00014257486544462503,4.774502977878606e-05,8.904858669764842e-05,3.261470221213868e-05,4.190285309132216e-05,3.261470221213868e-05,2.7949415768575797e-05,3.143777509926303e-05,5.821008224617134e-05,3.3777487237663226e-05,4.773090754395907e-05,7.217757799205879e-05,3.841449376063492e-05,4.8936055019852315e-05,8.262853800340323e-05,5.4749958876914793e-05,4.0768328133862116e-05,8.145478948363542e-05,0.0001285691099534619,0.00012756059605669514,0.00028087630672046093,4.659636982416341e-05,8.961931083380649e-05,414,50
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132,50
0.0032814083557633593,0.003371704136024001,0.0033568994804753947,0.0033747251728175574,0.0033570717761178858,0.0033275366698848675,0.003387473304779065,0.003404023995142855,0.003405812804524341,0.003375438288823562,0.0033800143011803994,0.003327078717255315,0.00333987830831578,0.0033265998893865847,0.003314217868822483,0.0033292580433302065,0.0033164566227634404,0.00330511572732874,0.003335468732972904,0.003365670078530625,0.003306692462001363,0.0033702915005593766,0.003362629036401103,0.003370991752532786,0.0033442382124007006,0.003379512388100332,0.003367774550259205,0.003421264446463923,0.003435278690947602,0.0033647583018960995,0.0033738954272154323,161,50
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197,50
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245,50
0.002550325185624208,0.0027453831396851984,0.002831140576948045,0.0027660662806946535,0.002729712522732978,0.002730145779836339,0.0028188716847442914,0.0028744442305191345,0.0027634854438725372,0.0027925083509694887,0.0027093959586698543,0.0026598446227399496,0.002654439766240974,0.0026592837889532297,0.002623559509935776,0.00264336680611036,0.002770261579175358,0.0026489028871528107,0.002711087095028964,0.002740272187078315,0.0026093654200462666,0.002782576763204578,0.0029015590661271838,0.0027931012298409615,0.002718441789433187,0.002725734962250213,0.0028685762355287765,0.002943413069374739,0.0029582981741387614,0.00282686221364919,0.002754641417505761,453,50
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411,50
0.0018611512769544055,0.0020988630099255273,0.0022765716232225263,0.0021129369504804692,0.00202289243482542,0.002060090794734241,0.0023101269672824013,0.0023121047074131833,0.0023802450725394636,0.00242083209839516,0.002118868842180388,0.001976723699225785,0.002146562074993909,0.0020159082010447736,0.0018890895702662188,0.0021537945692992567,0.00213276166418481,0.0019514187965944804,0.0021362046771578372,0.00256935629018758,0.0019711555773145803,0.0021457746716929704,0.0024878249419008694,0.002183145579492592,0.0019998699499464995,0.0023666929725983496,0.0023755716930050977,0.0023408147175046578,0.0027105706471814645,0.0026874032653440246,0.002245351924707582,214,50
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283,50
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,50
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542,50
0.00110009712146635,0.0015816155472960643,0.0013044057212564686,0.0015839088510000605,0.0015296218061003417,0.0014492981304104135,0.0014104169529526396,0.0018011917865420825,0.0015278688453877766,0.0014337825032181618,0.0015634725911859069,0.0012292833627791876,0.0012265140483211402,0.001228270471827213,0.0011959919220078112,0.001237285486561424,0.0013216878257698822,0.0012557119796862155,0.001283925438103468,0.0013505832583092208,0.0011877167734088258,0.0015453944047345472,0.001394323740602162,0.001549505356771913,0.0014314354185838568,0.0013120008340668603,0.0014327241427311596,0.0018657895778997106,0.0017910577278080079,0.001539861626674568,0.0013975802589721667,518,50
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324,50
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488,50
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376,50
