age,shape,margin,density,node,percentage
0.00013361114332729947,0.0007301624810400103,0.001382035711561826,9.160590806441166e-05,241,50
0.0,0.0,0.0,0.0,852,50
0.00012926356169200163,0.00044251089925489496,0.0011394281426511546,0.00021497293164490607,436,50
1.595744680851006e-05,0.00016384182685253085,0.0004432181659926083,6.382978723404733e-06,386,50
0.0,0.0,0.0,0.0,345,50
0.0,0.0,0.0,0.0,311,50
3.231103202376467e-05,0.00028165632651542367,0.0006996223214024798,1.7213226564627966e-05,875,50
0.0,0.0,0.0,0.0,267,50
0.00592319343904062,0.005982318550855644,0.006168735504298061,0.0060541098087865805,35,50
1.371627790667124e-05,0.00035541989939929353,0.00016757136827052506,2.2454163576235407e-05,78,50
0.0,0.0,0.0,0.0,604,50
0.0,0.0,0.0,0.0,347,50
0.0022178158965332857,0.003398823556074669,0.0030459386077318455,0.002242516931176202,191,50
0.006132495186596486,0.0062010042921808745,0.006393124214588403,0.006266031029466294,104,50
0.0,0.0,0.0,0.0,711,50
0.0,0.0,0.0,0.0,754,50
0.006316229027811428,0.006385156442019131,0.006583230514429768,0.0064542152406025345,101,50
0.0,0.0,0.0,0.0,790,50
0.00010878621950318884,0.00011425767231417646,0.0003655195517927204,4.149886602808516e-05,926,50
0.004859878842941753,0.004619974192989345,0.004610085451537642,0.004913689216832433,94,50
0.0,0.0,0.0,0.0,228,50
0.0,0.0,0.0,0.0,388,50
0.006569734879877183,0.006650320540009588,0.006855266596205241,0.006710813369883644,828,50
0.0008909741414658063,0.0014191584091536385,0.0024018642163992614,0.0009471037621047548,90,50
0.0,0.0,0.0,0.0,672,50
0.0,0.0,0.0,0.0,681,50
0.0,0.0,0.0,0.0,248,50
0.0,0.0,0.0,0.0,370,50
0.000128263477300435,0.001754294548268893,0.0011113041052623453,5.160877769207127e-05,34,50
0.0,0.0,0.0,0.0,809,50
0.0,0.0,0.0,0.0,366,50
0.0,0.0,0.0,0.0,238,50
0.0,0.0,0.0,0.0,41,50
0.006852959506835225,0.006947009693137304,0.007159580059636885,0.006997371871424693,371,50
0.0,0.0,0.0,0.0,17,50
0.0,0.0,0.0,0.0,435,50
0.00468633183373183,0.004822480350600347,0.004798289376279377,0.004680357018319934,306,50
0.0,0.0,0.0,0.0,552,50
0.0,0.0,0.0,0.0,233,50
0.0,0.0,0.0,0.0,504,50
0.0,0.0,0.0,0.0,937,50
0.0,0.0,0.0,0.0,535,50
0.0,0.0,0.0,0.0,207,50
0.0,0.0,0.0,0.0,339,50
0.0009304254657014137,0.002732018483854115,0.002802374594995108,0.0012898379843396311,189,50
0.0,0.0,0.0,0.0,676,50
0.0,0.0,0.0,0.0,298,50
0.004794566841750907,0.004884406291182392,0.004974455251196426,0.005017049140421113,709,50
0.0,0.0,0.0,0.0,309,50
0.0,1.1690437222350828e-08,3.214863209317553e-06,0.0,917,50
0.0,0.0,0.0,0.0,119,50
1.7208710888611244e-05,8.659396242065112e-06,0.001781977888469584,9.649494367960082e-06,159,50
0.0,0.0,0.0,0.0,945,50
1.6754489617111963e-06,0.00010324809085873059,0.00012146364361879122,1.7020500900773362e-06,433,50
6.993515965611905e-05,0.0002733061308069497,5.899726302925101e-05,1.6359018524184875e-05,429,50
0.0,0.0,0.0,0.0,919,50
0.0,0.0,0.0,0.0,915,50
0.0,0.0,0.0,0.0,858,50
0.0,0.0,0.0,0.0,737,50
0.0,0.0,0.0,0.0,900,50
0.0,0.0,0.0,0.0,452,50
0.0,0.0,0.0,0.0,625,50
0.005002641748304594,0.0048231121728522786,0.004998171192807789,0.005107717748499408,6,50
0.0,0.0,0.0,0.0,486,50
0.0,0.0,0.0,0.0,472,50
0.0,0.0,0.0,0.0,865,50
0.004866209196866594,0.004879678989065467,0.0046523369437658935,0.004957948258533461,541,50
0.0,0.0,0.0,0.0,389,50
5.7006983495269067e-05,9.605327912619924e-05,0.0009292502723542138,3.25727431989196e-05,304,50
0.0,0.0,0.0,0.0,612,50
0.0,0.0,0.0,0.0,194,50
0.0,0.0,0.0,0.0,509,50
0.0070508782977241275,0.007134241344478166,0.00735457563674766,0.007203148300816484,891,50
0.0,0.0,0.0,0.0,516,50
0.0,0.0,0.0,0.0,483,50
0.0023340949490485703,0.003498174362789007,0.0031406793836569473,0.0023345051148305714,467,50
0.0,0.0,0.0,0.0,923,50
0.0,0.0,0.0,0.0,148,50
0.005044252629599028,0.004961626337704618,0.005127017082159328,0.005004462321470721,943,50
0.007405532536956919,0.007505630144413075,0.00773552684923256,0.007562011808569789,59,50
0.0,0.0,0.0,0.0,833,50
0.0,0.0,0.0,0.0,684,50
0.004921555578344304,0.005181458782700413,0.0053298659857185845,0.005253658425347675,683,50
0.007813076063287145,0.007933176579836918,0.008173968062168569,0.007974179769504108,372,50
0.0,0.0,0.0,0.0,154,50
0.0,0.0,0.0,0.0,839,50
0.008287324065146581,0.00843164209284188,0.008684997527885553,0.008453550365049953,3,50
0.0,0.0,0.0,0.0,677,50
0.0,1.1953143676785678e-08,8.043459817587039e-06,0.0,953,50
0.0,0.0,0.0,0.0,736,50
0.0,0.0,0.0,0.0,667,50
0.0,0.0,0.0,0.0,720,50
0.0,0.0,0.0,0.0,890,50
0.0,0.0,0.0,0.0,242,50
0.0,0.0,0.0,0.0,643,50
0.0,0.0,0.0,0.0,117,50
0.0,0.0,0.0,0.0,641,50
0.0,0.0,0.0,0.0,286,50
0.003923723033527231,0.004285907805318596,0.0044459576649527035,0.0037676044848580755,701,50
0.0,0.0,0.0,0.0,2,50
0.0,0.0,0.0,0.0,502,50
0.008759435700919643,0.008914321483646735,0.009181825643397817,0.008934486177867577,65,50
0.005142125009170582,0.005211686697291595,0.005320128478819873,0.0052818408928137425,764,50
0.009426261940394266,0.009616833115380873,0.009901805028701234,0.009608065717471389,553,50
0.0,0.0,0.0,0.0,647,50
0.0,0.0,0.0,0.0,952,50
0.0,0.0,0.0,0.0,274,50
0.0,0.0,0.0,0.0,830,50
0.0,0.0,0.0,0.0,314,50
0.0,0.0,0.0,0.0,791,50
0.010248015971504253,0.010484541764571271,0.010790800025066249,0.010437597930199088,142,50
0.0,0.0,0.0,0.0,731,50
0.011291445186135065,0.011588951700850558,0.01192191974646321,0.011490180268458055,743,50
0.00027271286010325044,0.0018202431360831311,0.0030663250468102956,0.0004688331487017759,635,50
0.0,0.0,0.0,0.0,13,50
0.00013862236470188593,0.0014286331571374466,0.0013278783601211245,0.0002799438944620253,120,50
0.0,0.0,0.0,0.0,73,50
0.0,0.0,0.0,0.0,412,50
0.0,0.0,0.0,0.0,349,50
0.012670634511195773,0.013052368392721433,0.013420201750596225,0.012880471209483806,463,50
0.0,0.0,0.0,0.0,629,50
0.0,0.0,0.0,0.0,111,50
0.0,0.0,0.0,0.0,675,50
0.0,0.0,0.0,0.0,913,50
0.004850772056659001,0.005070161317437202,0.005305811054861293,0.005110834866553185,175,50
0.0,0.0,0.0,0.0,430,50
0.0,0.0,0.0,0.0,652,50
0.0,0.0,0.0,0.0,250,50
0.0,0.0,0.0,0.0,262,50
0.00491400436497961,0.004659075024809518,0.004660103314925274,0.004985358074977646,521,50
0.0,0.0,0.0,0.0,631,50
0.0,0.0,0.0,0.0,512,50
0.0,1.1820330969265837e-08,0.00014261150109260118,0.0,8,50
0.0,0.0,0.0,0.0,800,50
0.005369885314559773,0.005384315139221376,0.005494037897848305,0.005399705919258143,56,50
0.0,0.0,0.0,0.0,946,50
0.0017380499392627366,0.003784845504488351,0.0037865850702135345,0.0015096390980689342,426,50
0.0,0.0,0.0,0.0,331,50
0.014075059291510907,0.014465423434705195,0.014878110574442866,0.014317419318047692,84,50
0.0,0.0,0.0,0.0,857,50
3.9260027415221303e-07,5.236968214014858e-05,6.874752821703828e-05,1.8996880028607907e-07,186,50
1.2118987248622547e-05,0.0003213408553668518,0.0001514731888711437,1.8414873468696962e-05,125,50
0.0,0.0,0.0,0.0,255,50
0.0,0.0,0.0,0.0,434,50
0.016950517938796917,0.017521328928868183,0.01800611948666777,0.017214691714979642,927,50
0.0,0.0,0.0,0.0,801,50
0.0,0.0,0.0,0.0,763,50
0.0,0.0,0.0,0.0,363,50
1.654764406628342e-06,8.726782310392558e-05,0.00010741373536217523,2.731676916632521e-06,81,50
0.0,0.0,0.0,0.0,201,50
0.0,0.0,0.0,0.0,551,50
6.119083835382515e-05,0.0009882345368522696,0.0009145032743284055,0.00014756572353719793,415,50
0.0,0.0,0.0,0.0,724,50
0.005380785320537186,0.005382932947855888,0.005551677257861371,0.005616547319671643,911,50
1.4413095895410704e-05,0.00031302980940389193,0.00031246064167869713,2.824065094930665e-05,258,50
0.0,0.0,0.0,0.0,50,50
0.0,0.0,0.0,0.0,195,50
0.0,0.0,0.0,0.0,464,50
0.0,0.0,0.0,0.0,510,50
0.004853179259174554,0.004919805694029164,0.004914009938531494,0.005047129152052756,350,50
1.855517070756984e-07,3.063559281873413e-05,1.130212104595027e-05,7.42206828302876e-08,340,50
0.0,0.0,0.0,0.0,640,50
0.0,0.0,0.0,0.0,528,50
0.0,0.0,0.0,0.0,449,50
0.0,0.0,0.0,0.0,899,50
0.0,0.0,0.0,0.0,200,50
0.0,1.0638297872339253e-06,1.0638297872339253e-06,0.0,592,50
0.0,0.0,0.0,0.0,563,50
0.0,0.0,0.0,0.0,395,50
0.0,0.0,0.0,0.0,716,50
0.0,0.0,0.0,0.0,527,50
0.0006558353531927927,0.0013964026170403066,0.0034057284582322744,0.000928793818574525,664,50
0.0,0.0,0.0,0.0,180,50
0.0,0.0,0.0,0.0,318,50
0.0,0.0,0.0,0.0,930,50
0.0,0.0,0.0,0.0,494,50
0.0,0.0,0.0,0.0,47,50
0.0,0.0,0.0,0.0,480,50
0.0,0.0,0.0,0.0,784,50
0.021418671997707462,0.022182409620312597,0.02278984387667056,0.02174080212043255,19,50
0.0,0.0,0.0,0.0,614,50
0.0,0.0,0.0,0.0,750,50
0.0,0.0,0.0,0.0,244,50
0.0,0.0,0.0,0.0,437,50
0.0,0.0,0.0,0.0,789,50
0.0,0.0,0.0,0.0,216,50
0.0,0.0,0.0,0.0,795,50
0.0,0.0,0.0,0.0,177,50
0.00398046611487262,0.004334714097970636,0.004495151992390318,0.0037885352666181065,607,50
0.0,0.0,0.0,0.0,60,50
0.0051795068666322525,0.005278926298357567,0.005482694004140875,0.0054186098239478,268,50
0.0,0.0,0.0,0.0,787,50
0.0,0.0,0.0,0.0,414,50
0.0,0.0,0.0,0.0,853,50
0.005327109993842251,0.005424449374745625,0.0056339479638792675,0.0055594975492021075,223,50
0.0,0.0,0.0,0.0,760,50
0.0,0.0,0.0,0.0,950,50
0.0,0.0,0.0,0.0,772,50
0.0,0.0,0.0,0.0,495,50
0.0,0.0,0.0,0.0,205,50
0.0,0.0,0.0,0.0,599,50
0.0,0.0,0.0,0.0,902,50
6.591278304674848e-06,0.00020117325093415246,0.00020579913362261647,6.5498384912378286e-06,560,50
0.0,0.0,0.0,0.0,804,50
0.0011916939073002167,0.002852799246270156,0.002953585647142169,0.0022801495366214265,181,50
0.0,0.0,0.0,0.0,12,50
0.0,0.0,0.0,0.0,587,50
0.0,0.0,0.0,0.0,85,50
0.0,0.0,0.0,0.0,814,50
0.0,0.0,0.0,0.0,622,50
0.0,0.0,0.0,0.0,938,50
0.00491114607531265,0.0049431145515559625,0.004937507156213543,0.005095450389773216,355,50
0.0,0.0,0.0,0.0,855,50
0.0,0.0,0.0,0.0,663,50
0.0005674355821254758,0.0024002783043654816,0.0034271461142577142,0.0009116681776356367,135,50
0.0005550531281508173,0.0023975003174228028,0.0034488011104719424,0.0008943070300450182,610,50
0.0,0.0,0.0,0.0,160,50
0.0,0.0,0.0,0.0,567,50
0.0,1.1563367252542667e-08,2.3126722071357103e-08,0.0,571,50
0.0,0.0,0.0,0.0,957,50
0.0,0.0,0.0,0.0,525,50
0.0010107960776827457,0.002152573985861975,0.0031236367488678136,0.0007989205919238884,871,50
0.0,0.0,0.0,0.0,453,50
0.0,0.0,0.0,0.0,107,50
0.0010011766027106781,0.002862469928385271,0.0037242607418084576,0.001465180938016845,202,50
0.0,0.0,0.0,0.0,49,50
0.0,0.0,0.0,0.0,889,50
0.0,0.0,0.0,0.0,690,50
0.0,0.0,0.0,0.0,121,50
0.0,0.0,0.0,0.0,699,50
0.0047793017082471394,0.004659955498940696,0.004582285155593278,0.004778362962379946,187,50
0.004295354299768059,0.004506864189227616,0.004694122745593176,0.004107405752807456,108,50
0.0,0.0,0.0,0.0,679,50
0.0,0.0,0.0,0.0,649,50
0.0,1.208897485493097e-08,0.00019746530877533163,0.0,598,50
0.0,0.0,0.0,0.0,16,50
0.0044537863962044,0.004719886817739172,0.004748594117239031,0.004136868294889473,543,50
0.0,0.0,0.0,0.0,582,50
0.0,0.0,0.0,0.0,782,50
0.00046563194452290747,0.0005836118236413813,0.0021717785547969077,0.0002577575247542985,307,50
0.0,0.0,0.0,0.0,354,50
0.0,0.0,0.0,0.0,156,50
0.0,0.0,0.0,0.0,686,50
0.0,0.0,0.0,0.0,740,50
0.0,0.0,0.0,0.0,788,50
0.0,0.0,0.0,0.0,637,50
0.0,0.0,0.0,0.0,881,50
0.0,0.0,0.0,0.0,428,50
0.02392247954337139,0.023280365431914536,0.024140044303378863,0.024693535181791293,106,50
0.0,0.0,0.0,0.0,374,50
1.1427296832940593e-05,0.00030466499085969557,0.00030626118483066255,1.3751450287696115e-05,23,50
0.005311194847350669,0.005308226386487483,0.00550951988091929,0.005499547682551999,797,50
0.00010981616850396082,0.0006435851007883876,0.0012638887537165101,7.255230045461188e-05,69,50
0.0,0.0,0.0,0.0,383,50
0.0,1.1439029970257262e-08,1.0752676733011855e-06,0.0,816,50
0.0,0.0,0.0,0.0,799,50
0.0,0.0,0.0,0.0,419,50
0.004928751554689502,0.004721488999014383,0.004898131629937899,0.005008913673963446,364,50
0.0,0.0,0.0,0.0,879,50
0.0,0.0,0.0,0.0,870,50
0.0,0.0,0.0,0.0,867,50
0.0021152381412501762,0.002977197309080314,0.003053926028342678,0.0014921344635950163,838,50
0.005483199791755331,0.005482225422080206,0.00565483912831215,0.005575647769122732,74,50
0.0005040510745794251,0.0003269654301263835,0.0005508187173418587,0.002827035122416488,218,50
0.0,0.0,0.0,0.0,484,50
0.0,0.0,0.0,0.0,265,50
0.0,0.0,0.0,0.0,329,50
3.889417938162809e-05,0.0007268860689456239,0.000656735574919905,9.765217345441101e-05,110,50
0.0,0.0,0.0,0.0,931,50
0.0,0.0,0.0,0.0,837,50
0.005512105230553725,0.005489662710953843,0.005802167913956148,0.005731639164828139,185,50
0.0,0.0,0.0,0.0,638,50
0.0,0.0,0.0,0.0,368,50
0.0,0.0,0.0,0.0,529,50
4.160539497305554e-05,0.0007123227071598364,0.0019840116246619788,9.595120633716987e-05,873,50
0.0,0.0,0.0,0.0,61,50
0.005808892139517364,0.005844893667489341,0.006017495438494346,0.005960658993826324,850,50
0.0,0.0,0.0,0.0,301,50
0.0,0.0,0.0,0.0,735,50
0.00011865413881233984,0.0012073879405462941,0.0005821312106555061,0.00020891805310801782,613,50
0.00486037642080857,0.004700501912221669,0.004930989097753116,0.004822776994838999,770,50
0.0,0.0,0.0,0.0,704,50
0.004931930033022509,0.0046050323492764205,0.005167215888935918,0.005068910570597489,824,50
0.0,0.0,0.0,0.0,811,50
0.0,0.0,0.0,0.0,134,50
0.0,0.0,0.0,0.0,459,50
5.816400524984798e-05,0.0006984936787795932,0.00023829138401494288,9.424865737088242e-05,320,50
0.005066410184338623,0.005025172406514275,0.005299008444677358,0.004836810927058186,57,50
0.0,0.0,0.0,0.0,884,50
