sepal_length,sepal_width,petal_length,petal_width,node,percentage
0.0014866568425117715,0.001358966609604044,0.0014002691499279615,0.001518739829447311,14,10
0.0006881991209855324,0.0009279465132631835,0.0007733388889491094,0.0008808699348553219,98,10
0.0011146196015789228,0.001038225940508633,0.0011054804776709382,0.0011746426454069293,75,10
0.0016724889478257447,0.0015288374358045503,0.0015753027936689541,0.001708582308128221,16,10
0.0012382644432582844,0.0010294876294180957,0.0012734923893829558,0.001354305186251916,131,10
2.34453125988101e-05,1.3109743605696647e-05,4.6348571165231584e-05,5.8986784820899574e-05,56,10
0.0007378678609677156,0.0005544819015730548,0.0007952093013899207,0.0011869454267613893,141,10
0.0014971174180855931,0.0013952156550534386,0.0014457616697977887,0.0015247692626826816,44,10
0.0009765200914657532,0.0006944623561723371,0.0010738269381528791,0.0011593207612085555,29,10
0.0006763855614694107,0.00048552232566558646,0.0008609708250697165,0.0011374488932996574,120,10
0.0,0.0,0.0,0.0,94,10
0.00195123710579672,0.0017836436751053064,0.0018378532592804309,0.0019933460261495964,5,10
4.793700646276684e-05,5.3888337386110125e-06,0.00010580167233752852,0.00014129113313485843,102,10
0.00030648745316587574,0.00020093207805025248,0.00038684901858628646,0.0004511911654450484,51,10
0.000356154348151888,0.00036720638127490175,0.0004792972049820028,0.0005469616804870195,78,10
0.0012553051132485902,0.0010139444074473893,0.0012034893552809126,0.0012356277106803292,42,10
0.0009274231492006901,0.0008567456013610312,0.0008749267146216447,0.0009536298862888783,92,10
0.0,0.0,0.0,0.0,66,10
0.0,0.0,0.0,0.0,31,10
0.0008868552326413526,0.0006538552957655618,0.000997905518164293,0.0010219968795422028,35,10
0.0009604565254832907,0.0008923078810710843,0.0009145778659984845,0.000991185550009932,90,10
4.2851692890088973e-05,4.2912591601986677e-05,0.00011226276082793951,0.00014772245438855367,84,10
1.6183385405153162e-05,7.260100915157412e-06,3.0303103461533114e-05,3.4595702165914906e-05,77,10
0.0013841752453458075,0.001284281370632549,0.0013035535442334368,0.0013850331530161509,40,10
5.8944037891141054e-05,5.045446163794395e-06,0.00012898649218582485,5.1124355268808343e-05,125,10
0.0010016724751079342,0.0009267871480316409,0.0009516305302836175,0.0010371260413816197,99,10
0.002439046382245888,0.002229554593881626,0.0022973165741005525,0.0024916825326869937,33,10
0.0010689820190647181,0.0009797309216074065,0.0010079953525926992,0.0010959022625874927,19,10
0.0011208275412112195,0.0010340797960747584,0.0010709473285166853,0.001154523627899813,73,10
2.560963414633864e-06,2.499993902438749e-06,5.75671070460648e-06,2.063343114067548e-05,146,10
0.0013156904176647218,0.0013377783641263744,0.0013467697874400587,0.00143325557551148,91,10
0.00017089897831851117,5.211609400062081e-06,0.00013588862509254638,0.0002748865559042478,135,10
0.00117729687553874,0.0011105807791150883,0.0011217824673646418,0.0012196236303161669,69,10
7.987719066332837e-06,7.049175791072374e-06,6.77020061241306e-05,0.00014065219400841514,128,10
0.0002756936652849831,0.00035928765918767647,0.0006402906900303035,0.001300139014071629,114,10
0.0014712327406500858,0.0013480039267847396,0.001382395691788071,0.0014571061962737192,48,10
0.003658569573368853,0.0033443318908224565,0.0034459748611508356,0.00373752379903048,53,10
0.0012485377601394862,0.0011146546348603237,0.0012496437526113933,0.0012932329693131957,28,10
0.0,0.0,0.0,0.0,54,10
4.878048780487268e-06,2.439024390243634e-06,2.547425474254733e-05,9.972899728996192e-06,108,10
6.63206243835517e-05,2.114128354221593e-05,0.0001607535877730712,0.0003126598010047616,112,10
0.0012969987393676163,0.0011817471575859568,0.001198538325356104,0.001273185939497077,17,10
5.932761830500284e-06,4.971763586733764e-05,1.533912021269805e-05,1.776722523728813e-05,119,10
3.021752366645088e-06,6.6446659500765434e-06,5.2717439245314136e-05,3.2177033081758904e-05,103,10
0.001278045736948192,0.0011695979614856043,0.0012133338878666973,0.001312250274216737,58,10
