sepal_length,sepal_width,petal_length,petal_width,node,percentage
0.004574380046784423,0.004568172397031077,0.004586725888485379,0.004587649201789085,14,30
0.0,0.0,0.0,0.0,98,30
0.0045662087071460765,0.004559933441247431,0.004578689625031353,0.004579617753244452,75,30
0.004699028101925219,0.0046926216720526975,0.004711769505729048,0.0047127204118807865,16,30
0.0048411175715552,0.004834572036064194,0.004854135220320873,0.004855110394570207,131,30
0.0031005346262626284,0.002881297959595959,0.00365731774242424,0.0036832492424242426,56,30
0.004993482466542803,0.0049867890860241255,0.005006793701594271,0.005007794790492905,141,30
0.005157277914274842,0.005150427038030949,0.005170901884309463,0.005171930713663685,44,30
0.0,0.0,0.0,0.0,29,30
0.005159836506641048,0.005152891326590844,0.005173648722088361,0.005174685528121512,120,30
0.00534303213006309,0.005335910113572713,0.005357195492219614,0.0053582633807284855,94,30
0.005541765761947058,0.005534453851532192,0.005556306178430781,0.005557407626289087,5,30
0.0,0.0,0.0,0.0,102,30
0.00554963611444019,0.0055422081658052305,0.0055644081127986834,0.0055655198025519655,51,30
0.0,0.0,0.0,0.0,78,30
0.005545372625172688,0.005537825741166191,0.0055603821150189935,0.005561503187880424,42,30
0.005781021814162474,0.005773245061207303,0.005796487783885175,0.005797649036022314,92,30
0.0,0.0,0.0,0.0,66,30
0.0057701669069537866,0.005762254714190829,0.005785903386524963,0.005787074781546189,31,30
0.0,0.0,0.0,0.0,35,30
0.0,0.0,0.0,0.0,90,30
0.005412247208818678,0.005404335284686371,0.005427986857686109,0.005429125879478932,84,30
0.0,0.0,0.0,0.0,77,30
0.0,0.0,0.0,0.0,40,30
0.004902022809496125,0.0048941624423093355,0.004917664810445931,0.0049187534802551496,125,30
0.00513606664479422,0.005127926306224016,0.005152265168751634,0.005153397987776982,99,30
0.005400702030066682,0.0053922506709828295,0.005417518748041618,0.005418701031496675,33,30
0.00570252417378235,0.0056937247196859955,0.00572003271779108,0.005721270871887424,19,30
0.006050170692231939,0.006040978307756496,0.006068460098971766,0.006069761948066455,73,30
0.0,0.0,0.0,0.0,146,30
0.0,0.0,0.0,0.0,91,30
0.005022664349054358,0.0050136323225102725,0.005040644248728219,0.005041840054346262,135,30
0.0053282162564120515,0.005318740879838531,0.00534707811444211,0.005348337951364031,69,30
0.005691188297233505,0.005681198147620876,0.005711074110901569,0.005712409035298405,128,30
0.006130749216192007,0.006120151663998683,0.006151843121893829,0.006153267664282872,114,30
0.006675862268330425,0.006664533601647114,0.006698410156686294,0.0066999440183521525,48,30
0.007372486951525599,0.007360255767073463,0.007396829450293026,0.007398500403661627,53,30
0.008298212150098176,0.00828482948661214,0.008324843923619436,0.008326693124155266,28,30
0.00959506029402616,0.009580141043697192,0.009624746344684382,0.00962683896685354,54,30
0.011553361590271441,0.011536255162848084,0.011587393934412285,0.011589843199419698,108,30
0.0,0.0,0.0,0.0,112,30
0.00860919314857625,0.0085913035542367,0.008644819520025847,0.008647066995020575,17,30
0.0,0.0,0.0,0.0,119,30
0.010761491435720312,0.01073912944279587,0.010806024400032303,0.010808833743775711,103,30
0.01614223715358047,0.016108694164193804,0.016209036600048465,0.016213250615663574,58,30
