id,radius_mean,texture_mean,perimeter_mean,area_mean,smoothness_mean,compactness_mean,concavity_mean,concave points_mean,symmetry_mean,fractal_dimension_mean,radius_se,texture_se,perimeter_se,area_se,smoothness_se,compactness_se,concavity_se,concave points_se,symmetry_se,fractal_dimension_se,radius_worst,texture_worst,perimeter_worst,area_worst,smoothness_worst,compactness_worst,concavity_worst,concave points_worst,symmetry_worst,fractal_dimension_worst,node,percentage
7.486411969866468e-07,2.3773418346958986e-06,4.435676454400209e-06,2.3711050559949006e-06,2.2918011228183396e-06,7.548792498034999e-07,1.5284657052080383e-06,1.5765912725970127e-06,2.3145166745068113e-06,1.5035160327518258e-06,3.7641048616586992e-06,7.486411969866468e-07,1.478566332679707e-06,7.548792549589197e-07,7.486411969866468e-07,1.4848037667837959e-06,3.048893060820656e-06,1.4880167117805785e-06,8.132543296971046e-07,1.536935173983351e-06,7.611173129311926e-07,3.0947765686185375e-06,6.080271573866885e-06,2.358631498592904e-06,2.2668539659086195e-06,1.4910411904025995e-06,1.5222283079301789e-06,2.5934515709647096e-06,6.837345466832447e-06,1.5035160327490168e-06,1.5222282921611285e-06,421,20
0.0,5.983008256550734e-09,5.983008256550734e-09,5.983008256550734e-09,5.983008256550734e-09,5.983008256550734e-09,1.1966016513101469e-08,1.7949024769652205e-08,2.3932033026202937e-08,1.1966016513101469e-08,2.3932018433499873e-08,0.0,0.0,0.0,0.0,0.0,5.983008256550734e-09,0.0,5.983008256550734e-09,5.983008256550735e-09,0.0,5.983008256550734e-09,0.0,5.983008256550734e-09,5.983008256550734e-09,5.983008256550734e-09,5.983008256550734e-09,5.983008256550734e-09,4.9974257609378075e-08,1.1966011648867116e-08,5.983008256550734e-09,47,20
0.0008509897201157222,0.0008796075627886587,0.0009163512533187808,0.0008859260178163922,0.0008774599223723431,0.0008653049837796054,0.0009577055655333329,0.0009481291152537924,0.000931524318909689,0.0008799995589418143,0.0008498871877349579,0.0008506341232658052,0.0008673401833881114,0.0008524669179427475,0.0008397124524657537,0.0008673221167373477,0.0008953241951445961,0.0008557157350053472,0.0008515705920885128,0.0008377908197914495,0.0008534993127133163,0.000899306977474162,0.0009652641749215306,0.0009015100722959875,0.0008892571588102684,0.0008837983953410209,0.0009733601177820284,0.0009894875938458087,0.000989252546403835,0.0008384765727747247,0.000889659814704228,292,20
8.975584092461516e-05,0.00022216571406847232,0.00012799713262906574,0.00021786318443943115,0.00019227744360037914,0.00012574798604311608,0.00013568821553934293,0.0001591660568179347,0.00018645283285573065,0.00011913840964893123,0.00014993872466277037,0.00010098717896739214,0.00013904325412150053,9.98310342307022e-05,9.651152222656216e-05,0.00013375832835938785,0.00011751657064837674,9.939561281094831e-05,0.00011200206879334778,0.0001315190827906383,0.00010895198087480521,0.00022297456995792108,0.00014311386858455345,0.0002120832395918909,0.0001747058333689603,0.00013553355098501244,0.00013846379299988095,0.00017848284809645604,0.000259263714887227,0.00012839916962253768,0.0001171616002522576,186,20
7.616597362946302e-07,2.4314066678889355e-06,7.552184728821796e-06,2.425061467091377e-06,2.3380057104648047e-06,4.442995683897729e-06,1.430682783464387e-05,1.1324935503480373e-05,1.4444383123951254e-05,1.529658885511304e-06,6.01293249577963e-06,1.4979294700506452e-06,2.2278526691828863e-06,1.5042753649045153e-06,7.680062710586623e-07,1.5106212541974167e-06,2.3656708775435705e-06,2.2442177639682372e-06,2.2999345985259885e-06,3.7470778428348924e-06,1.5106212597583852e-06,2.4187162622264595e-06,3.957915297681023e-06,3.142274588422191e-06,2.306279642867098e-06,5.204629867537436e-06,9.741933379003369e-06,8.648213742386669e-06,3.323027400418307e-05,1.5296588855084461e-06,5.9345472857947e-06,414,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197,20
0.0018181333198893862,0.0018970715193893347,0.0018868401735147068,0.0019062072042054711,0.00188605007630838,0.0018854431633123598,0.0019742570618857015,0.001989648805013608,0.0019858035095665074,0.0018740867664085751,0.0018630980137521198,0.0018419646362505381,0.0018484150792005974,0.0018406481061094687,0.0018244412832066686,0.0018348879506360797,0.0018900526522622786,0.0018377527676078668,0.001852567268779766,0.001810159242610034,0.0018401926162782672,0.0019202082668470328,0.0019196440039724177,0.001922528846273008,0.001892978247571329,0.0019189756901420389,0.001971580363334658,0.002000845033047354,0.002041703358068506,0.0018645635482929203,0.001904829287001959,245,20
3.074101417309914e-05,5.86199348840802e-05,8.434480025439726e-05,6.265967537024672e-05,5.763859992256859e-05,4.002794224416256e-05,8.61982959220622e-05,0.00010979498959778417,6.362889259151177e-05,6.246075815049305e-05,4.7996480315560334e-05,4.441981630529204e-05,4.245994113010872e-05,4.363822231513747e-05,3.882527960912964e-05,3.630283854907265e-05,6.0064480610821045e-05,3.9420268701261205e-05,4.050425432452861e-05,3.900806063682533e-05,3.381610729249059e-05,7.400827789095261e-05,0.00012629770489698707,7.633776178650974e-05,6.376669714436308e-05,5.0181190904396464e-05,0.00010922392688003546,0.00013684963129217498,0.00013423173016431804,5.492007863994794e-05,5.545071831350246e-05,453,20
