sepal_length,sepal_width,petal_length,petal_width,node,percentage
0.007259331660123353,0.007257616938529544,0.007245901632008179,0.00723966647743933,14,40
0.007491096556178408,0.007489316349558503,0.0074776473644881936,0.0074713129143292156,98,40
0.007741577842985983,0.0077397265496212085,0.00772811989336631,0.007721681040419943,75,40
0.0,0.0,0.0,0.0,16,40
0.007829837736602377,0.007827976774834091,0.007815790134904216,0.007809171621334,131,40
0.0,0.0,0.0,0.0,56,40
0.0,0.0,0.0,0.0,141,40
0.007915577325212171,0.007913709265809647,0.007900869392978727,0.007894055032266123,44,40
0.0,0.0,0.0,0.0,29,40
0.00799689629546647,0.007995024616427577,0.00798144338874665,0.007974414368604254,120,40
0.008318238310966782,0.008316276392014243,0.008302737664242936,0.00829556581434833,94,40
0.008672862068952531,0.008670799986640328,0.008657330751401123,0.00865000664070946,5,40
0.0,0.0,0.0,0.0,102,40
0.008789260950690722,0.008787189473897863,0.008772823979623614,0.008765231749172942,51,40
0.007256602577750576,0.007249871997798175,0.0072747948829267,0.00719322497308905,78,40
0.009211115120538335,0.009208924512034347,0.009194640868594828,0.009186867317644494,42,40
0.0,0.0,0.0,0.0,92,40
0.0,0.0,0.0,0.0,66,40
0.009350435468587827,0.00934823382420533,0.00933286926534778,0.009324772858408385,31,40
0.009863821660390529,0.009861475068056853,0.009846208850655853,0.00983789147990876,35,40
0.010450938118272059,0.010448424496786356,0.010433320231739696,0.010424761909304178,90,40
0.0008348148148148142,0.0006296296296296294,0.0014970370370370359,0.001414814814814816,84,40
0.0,0.0,0.0,0.0,77,40
0.01112921125919316,0.011126503163577148,0.011111645163937721,0.011102822522914724,40,40
0.0119220504998756,0.011919113252756804,0.01190461470106052,0.011895500086931823,125,40
0.0,0.0,0.0,0.0,99,40
0.012324925733699508,0.012321913036731132,0.012305992771649354,0.012296348994416409,33,40
0.0,0.0,0.0,0.0,19,40
0.012749579321067281,0.012746495366099633,0.012728752838206181,0.01271847446294603,73,40
0.0,0.0,0.0,0.0,146,40
0.0,0.0,0.0,0.0,91,40
0.014002115386115205,0.01399867027205651,0.013981462064092232,0.013970714465788021,135,40
0.01558815023045644,0.015584242507229229,0.015567917863167885,0.015556625233368721,69,40
0.017663902563549598,0.01765938213097197,0.01764449805659161,0.017632559559666645,128,40
0.0,0.0,0.0,0.0,114,40
0.019251642662710212,0.019246736211996896,0.0192297195101407,0.01921651927089102,48,40
0.0,0.0,0.0,0.0,53,40
0.0,0.0,0.0,0.0,28,40
0.0,0.0,0.0,0.0,54,40
0.01615553358352788,0.0161520474518174,0.016113061181767918,0.01609611976649867,108,40
0.020191168105041894,0.020186604591619986,0.020145963689213002,0.02012670910394923,112,40
0.0,0.0,0.0,0.0,17,40
0.0,0.0,0.0,0.0,119,40
0.017684328682343396,0.01768141631421423,0.01760337286504511,0.01757643363786962,103,40
0.026526493023515105,0.026522124471321337,0.02640505929756766,0.02636465045680443,58,40
