checking account status,Duration in month,Credit history,Purpose,Credit amount,Savings account/bonds,employment, Installment,status n sex, Other debtors / guarantors,residence,Property,Age in years,Other installment plans,Housing,existing credits no.,Job,liability responsibles,Telephone,foreign worker,node,percentage
0.0003576650705522433,0.0010520582404157342,0.0002877924898760914,0.0003451934820138218,0.0007433307039877742,0.00035456231444608397,0.00024594416125019137,0.000324246287836098,0.0008865177490035212,0.0010002399375490714,0.0005303298438098132,0.0007322580652897264,0.0008109227809252694,0.0015039659506698411,0.0012258326397252782,0.0007158445264871079,0.0004385720920518059,0.0002475694912997033,0.0003221125589019682,0.0007690796109029082,507,50
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,818,50
0.0023269316735163676,0.002612993097550498,0.002048767875610016,0.002158055036876633,0.002531066687025231,0.002045668949723215,0.00234141606014436,0.002115570024090911,0.0025174162459139053,0.002502127217919153,0.0020700535920389652,0.0022291266976046244,0.002384859200898749,0.002451699256770106,0.0026914477794642015,0.0024537259734054686,0.002364099388133626,0.00211012539158447,0.0019975790860503988,0.002383633386753404,452,50
3.5005399983677565e-06,1.8949861008711598e-05,7.097720499209214e-06,4.965002312645417e-06,1.9198730231165563e-05,2.48074726802882e-06,4.694180772134756e-06,4.313136334732935e-06,1.1733873130880462e-05,1.2587383962140328e-05,3.994462148665912e-06,8.087866153301906e-06,1.269170822940622e-05,1.2693297677875968e-05,1.9048497418293283e-05,8.701992472483798e-06,8.031816538192755e-06,9.717664017639858e-06,2.4285909641495925e-06,1.5880850298152523e-05,368,50
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,50
8.961968741026314e-06,3.103426826818406e-05,1.207275338333169e-05,1.2386931924809567e-05,3.198375309641845e-05,5.0273259928576475e-06,1.0078668431253489e-05,9.255602536949685e-06,2.1380247146999316e-05,2.126794384228667e-05,7.638769127644498e-06,1.5634410733545438e-05,2.2442609061924077e-05,2.61220496930539e-05,3.176429899705015e-05,1.7741457471943446e-05,1.5365300379790973e-05,2.1762891061020606e-05,4.743561969069151e-06,2.7814843554850383e-05,929,50
2.0364223799227604e-05,0.0005624318033723322,0.0002996449092298309,8.403415386182934e-05,0.0003961548283261011,9.200776791552169e-05,0.0001509547371596938,0.00017776994590456313,0.00038870135141942376,0.00045205377492304414,5.232511405933048e-05,3.839359687648918e-05,0.0003737759900923288,0.0005466116108830281,9.807312834117666e-05,0.00010899316849945041,0.00013156869698405856,0.0002066842904745241,9.472270675556596e-05,0.00037392463103846945,262,50
8.413300813045154e-05,0.0005467829121473406,0.00018898231308147709,0.00010843867836581877,0.0005120675314400174,8.95355598055545e-05,0.0001270689840189816,0.00018007572973958836,0.00016041477019836147,0.0004457681843618897,0.0002742057622889892,0.00031506977426370937,0.00033164377837526323,0.0005400982876034517,0.0006850198354967717,0.00028716845254699686,0.0003937938930197648,0.0002022647419050867,9.227668275538448e-05,0.0003683274174480459,810,50
0.004410984425066134,0.004705072243830655,0.004306868513319821,0.004268334499155351,0.004773193662583229,0.004059081852628762,0.004362039363587318,0.004173492764017124,0.004526505831834079,0.00468146030312592,0.00419017918533332,0.004367518965993103,0.004529792811503957,0.004923464815509217,0.0047904177400260785,0.004450860856539522,0.004393148317770053,0.003982503507019191,0.004083434440313692,0.004416710421810542,318,50
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,50
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446,50
7.407407407407619e-08,6.481477359208324e-08,1.3888882546928962e-08,2.31481354642288e-08,6.481467212074889e-08,0.0,1.3888882546928962e-08,1.3888882546928962e-08,2.777775240994113e-08,4.1666609589041643e-08,1.8518505834599684e-08,1.851850900557888e-08,4.1666609589041643e-08,2.777777777777986e-08,1.2499946093353793e-07,2.3148129122270408e-08,2.7777752409941132e-08,0.0,0.0,4.1666609589041643e-08,142,50
