checking account status,Duration in month,Credit history,Purpose,Credit amount,Savings account/bonds,employment, Installment,status n sex, Other debtors / guarantors,residence,Property,Age in years,Other installment plans,Housing,existing credits no.,Job,liability responsibles,Telephone,foreign worker,node,percentage
9.047813275073514e-05,0.00013180423117071545,9.430914356039295e-05,0.00011622965339042209,0.00012070496149743166,9.20014311006011e-05,0.00012177960897434814,0.00012247496988899162,0.0001414824161798902,8.14459217945303e-05,0.0001202733016508303,0.00014423645825127894,0.00010169914803000721,0.0001687692494538425,0.00011102097650215052,8.418378240445185e-05,0.00011522323005179458,0.00028843901249297425,0.0001246534473760601,8.212511109890158e-05,507,10
3.441683613575837e-05,2.3237964280168512e-05,2.0793576973790782e-05,2.447574118905158e-05,3.856355303493336e-05,7.133388501748744e-06,2.852888215887608e-05,1.9734259073468026e-05,2.4022103415763306e-05,2.1794170156068247e-05,2.797024236398632e-05,2.8582015671773753e-05,2.1300559620671027e-05,2.7428771068284223e-05,2.3904129137624565e-05,1.93404173755498e-05,2.265383193078914e-05,2.0680671915595427e-05,2.8333246984399283e-05,1.827942147427805e-05,818,10
0.00018447533758260306,0.00015840092470410382,0.0001592125828499024,0.0001585705484093145,0.00015284795862498019,0.00013218624279279223,0.00016605381323481086,0.0001676574777471063,0.0001510892546771382,0.0001426375115185049,0.0001554087217125078,0.00016534332787441109,0.0001490777688160287,0.00017015796535788173,0.00015568181500874839,0.00015204938709952,0.00014616229583162442,0.0001367545532953568,0.00015637458357869137,0.00014011651384743988,452,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368,10
1.554107562361723e-06,1.6356625118546566e-06,2.1418721897494967e-06,2.3346335298448735e-06,1.746034234742212e-06,4.0888239416349334e-07,3.1186506696069965e-06,1.082237440946698e-06,1.0623944049135392e-06,1.0756636815804137e-06,3.1430225638871857e-06,2.581949755452397e-06,1.4671394374737232e-06,2.888396895949051e-06,1.7051100708954666e-06,1.334697513095367e-06,1.8647499486143912e-06,6.111013134034499e-06,1.327566261005162e-06,1.6867989108291518e-06,242,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,929,10
1.525966670138294e-05,3.2241463266825345e-05,7.731670178541536e-05,2.8630326024134815e-05,3.0395846160999283e-05,1.465535565752601e-05,7.475973956255083e-05,5.1806838193510597e-05,3.600987142051448e-05,1.4338372326116638e-05,2.938792845947126e-05,2.6912354243103624e-05,2.2777003944874093e-05,4.116442329181036e-05,4.12858433301281e-05,7.057150220217786e-05,3.6603079616039254e-05,1.2739067908321417e-05,6.348681297039437e-05,1.4951197624214004e-05,262,10
5.298662478041466e-07,3.3262221468853473e-08,4.833164737444143e-08,9.31048825183157e-08,4.2953879419582204e-08,1.8679459161524156e-07,7.39468199461125e-08,1.310540852840913e-07,4.0474819575112986e-08,1.9951068256305234e-07,2.2679153220688492e-07,1.995681979817799e-07,1.6470113930638154e-08,9.863470766947703e-08,7.631323987345866e-08,2.604957392892474e-08,4.4886347605538266e-08,3.2499113391462125e-09,1.4140443524947791e-07,1.5370533427363535e-07,810,10
0.0002049290241970675,0.00019007939969658953,0.00019704036762197767,0.00019962606190756398,0.00018691149485663126,0.00016764232429630028,0.00018596230167418934,0.0001737822506643128,0.00018372239546061292,0.00017233658350232885,0.0001972112793772391,0.00019210093590011127,0.00018286725714282133,0.00019913554392994668,0.00018725295304048632,0.00018303391715207302,0.00018207121454301097,0.0001763910883884111,0.00019333812987243565,0.00016996572583046778,318,10
0.00017893958142902627,2.545624097203527e-05,1.1958084872066468e-05,2.0752371177960106e-05,2.1075746384208437e-05,1.696757870334531e-05,1.2278413488801377e-05,1.3696575197835108e-05,1.6494094967099358e-05,3.004091127632998e-05,2.6954151064485292e-05,0.00010443888810030286,9.643616686176416e-06,2.4799835909781448e-05,1.2286218103882428e-05,1.023608740652958e-05,1.1952578200682312e-05,7.1976421823234576e-06,2.6798323950266087e-05,7.483188691451562e-06,49,10
5.442966162296143e-06,9.359858224719388e-07,1.8417646222880175e-06,1.7292082474851418e-06,1.1184843831891663e-06,3.0285947153572477e-07,2.1037315140398313e-06,1.0089046892916234e-06,1.0950672783513554e-06,7.618575878884352e-07,1.7578406688907225e-06,2.9546818558219762e-06,1.0018162614786963e-06,1.728278743265459e-06,1.252076623977689e-06,1.0347845103295102e-06,1.3446478678710786e-06,1.0582281084291206e-06,2.0418381663806713e-06,1.3489347973639415e-06,446,10
1.535299754002454e-06,7.851736675904695e-06,6.900430258704043e-06,8.860148585713577e-06,7.526309974259187e-06,8.076108152367462e-06,7.476121940607156e-06,4.565149737442526e-06,7.4224178137592215e-06,7.747381880631852e-06,9.715757327237188e-06,1.2002694268838408e-05,6.795740895882472e-06,9.91055707658658e-06,8.344733308870617e-06,6.3006150170437594e-06,8.104976856443428e-06,7.862011062016619e-06,9.782467499699091e-06,5.895706508562249e-06,142,10
