node,sepal_length,sepal_width,petal_length,petal_width
14,0.03192265074342857,0.03104273023660014,0.03396209607287886,0.03478726820613134
98,3.0554628517662284e-06,5.763607548830249e-06,9.234779144307171e-06,1.0554134623346007e-05
75,1.5503875968990539e-07,5.16795865633018e-08,4.806128024664727e-06,4.857797040450544e-06
16,0.019435741296021027,0.018897311540701203,0.02069806971964338,0.021200133975144725
131,0.003748462830205172,0.00013214168452344976,0.006434030420388499,0.004184607068833364
56,7.22205185613678e-06,3.209771272788506e-06,3.8328772534557446e-05,3.968804269568785e-05
141,0.000658739855334093,0.000150132105819971,0.0020901002206172247,0.006187033213545397
44,0.014296974737364613,0.013904411452540698,0.015221350997870909,0.015610336020442529
29,0.011756095606057036,0.01139829274059229,0.012610677251694366,0.012927780571630323
120,0.0009301517424687969,0.00014259179976941713,0.003973539074995592,0.006791668872019164
94,7.843049053557129e-07,3.398562196949226e-06,1.0848130106037057e-05,9.99881147516793e-06
5,0.015193461933331383,0.01476698907593256,0.016192812118872846,0.01658612683364908
102,0.0008159222492951781,0.00015621994982187158,0.0038614883819238525,0.00426650898637637
51,6.666666666665932e-06,2.2222222222219773e-06,1.1111111111109887e-05,1.3333333333334333e-05
78,1.5151515151513482e-07,5.050505050504494e-08,4.696919191918674e-06,4.747414141413674e-06
42,0.016230666117418628,0.015775453704260138,0.017367188649330775,0.01778468161585499
92,3.83128155098081e-06,4.673994556482429e-06,2.0530145860243522e-05,1.8462378004538942e-05
66,1.5873015873014122e-07,5.291005291004708e-08,4.920536757975675e-06,4.973435742380126e-06
31,0.011314817715165577,0.010975286540811693,0.012145592491996808,0.012402475138205336
35,0.01231571407942831,0.011865419811926578,0.01313651982561374,0.013466416572167475
90,9.318872797393555e-07,3.7274215011806493e-06,9.53261566651615e-06,8.672689128979424e-06
84,2.222218157181327e-07,7.777760162601387e-07,6.166286966898331e-06,5.4997712825893605e-06
77,8.318160949558749e-05,2.3850189822337685e-05,0.0003097773122419387,0.0002755741694536682
40,0.01764784178304552,0.01714482026670715,0.01881561218268496,0.019271177239197648
125,0.0007903947095920815,7.462361170761666e-05,0.003544610976483504,0.001399186905009536
99,8.080717206695224e-07,1.2794443537301829e-06,8.954991624731954e-06,8.079856255690019e-06
33,0.047862682019406834,0.04654473283481279,0.050943144109318314,0.05218090230919702
19,0.02187117330851098,0.0212665553603453,0.023288007171855453,0.02385720310878779
73,7.618961937741211e-07,3.3014698526645414e-06,1.0538273859640509e-05,9.713214403429445e-06
146,5.743853732527666e-05,0.00016080128062054,0.0005748652625492481,0.0010768749770785919
91,2.279198109929566e-07,7.977189910360396e-07,4.1023310746082784e-06,3.418660288660959e-06
135,0.0033289554121615824,0.000291516703206933,0.005996393518342883,0.007589423610609253
69,6.324254696897437e-06,1.3672386343731479e-05,4.4074142416140525e-05,6.123966785597617e-05
128,0.00020435015834019543,0.0001912036365314232,0.002530057668200674,0.003306289008144921
114,0.00010100462040798844,0.00019358534750457424,0.0016523096517005933,0.006602274886828107
48,0.02553268710667781,0.024832799796975218,0.02717442527513369,0.02782981456490507
53,3.968113034944411e-06,1.150678722355398e-05,1.9042678703000707e-05,1.9121616773429586e-05
28,0.012896463350749177,0.012484486860606523,0.013751469481721661,0.014078984784438992
54,1.1344911853015438e-05,5.262992298188046e-06,2.420848693224451e-05,1.906327102645462e-05
108,0.00019788461016667874,0.0002545838372751146,0.0024119161634849986,0.0010656444074638124
112,0.0004095538395103146,0.00013001351028119317,0.0024231093647265104,0.0036756823422166313
17,0.013541575629373578,0.013132519797198464,0.014437726161871136,0.01479436033416403
119,2.384807588075618e-06,2.894301897018898e-05,4.503945268585896e-05,1.6205500703406008e-05
103,5.989477287838227e-05,6.530779715788601e-05,0.0016472920772799256,0.0008947999915571033
58,5.405369400266166e-07,9.609546311494673e-07,4.864494362169075e-06,4.0237880555263665e-06
