node,id,radius_mean,texture_mean,perimeter_mean,area_mean,smoothness_mean,compactness_mean,concavity_mean,concave points_mean,symmetry_mean,fractal_dimension_mean,radius_se,texture_se,perimeter_se,area_se,smoothness_se,compactness_se,concavity_se,concave points_se,symmetry_se,fractal_dimension_se,radius_worst,texture_worst,perimeter_worst,area_worst,smoothness_worst,compactness_worst,concavity_worst,concave points_worst,symmetry_worst,fractal_dimension_worst
421,5.847953216373625e-07,1.169590643274725e-06,2.343185131778962e-06,1.169590643274725e-06,1.169590643274725e-06,5.888003685010968e-07,1.201627765193941e-06,1.1936184837391613e-06,1.197623116673514e-06,5.968104542003163e-07,3.068100616838581e-06,5.847953216373625e-07,5.847953216373625e-07,5.847953216373625e-07,5.847953216373625e-07,5.847953216373625e-07,1.7543859649120874e-06,5.847953216373625e-07,5.847953216373625e-07,1.1735952895937185e-06,5.847953216373625e-07,1.7543859649120874e-06,3.516778018104884e-06,1.169590643274725e-06,1.169590643274725e-06,1.185609212388051e-06,1.2176463693383869e-06,1.1775999332250298e-06,3.548802279551668e-06,1.409869422414355e-06,5.968104622285653e-07
47,6.683354120413566e-08,3.2163173683879635e-07,2.339157962561897e-07,3.132779237532054e-07,2.631542319489154e-07,6.975654014748123e-07,2.715085626639437e-07,8.938660868020149e-07,8.729829966809944e-07,9.063959212288348e-07,3.8846193321263e-07,1.2948959754062428e-07,1.0442720700480209e-07,1.2113548796150543e-07,1.0025015950772151e-07,9.607310618888094e-08,1.3784373371873232e-07,7.936478966215863e-08,1.0025013301113363e-07,7.142744029361772e-07,8.354187836503172e-08,3.4251664171962793e-07,2.840400583073403e-07,3.1327813215403454e-07,2.2556132143241822e-07,2.476969670248055e-06,8.479232746639617e-07,1.3742262500621598e-06,1.0801504605409161e-05,1.4576864770669525e-06,7.560381970832816e-07
292,0.0021659444336472964,0.0024356070998259064,0.0023328907727299983,0.0024512156088303456,0.002406142841453828,0.0022657826076917195,0.0024570589349689914,0.002517209371226148,0.002560586318793784,0.0023146144496601633,0.0023102924309928723,0.0023129999910543363,0.0022493664533897585,0.0023146454099835334,0.002256677830104423,0.002234068253852609,0.0022835188353209322,0.002216659543986116,0.0022628131474152235,0.0022934408104674443,0.002201722220703497,0.002486094687997854,0.002399474760024194,0.0024891332293680286,0.0024027491544200506,0.0022765555021361924,0.002384114527868529,0.00243735842280765,0.002553022058044479,0.0022912804842067976,0.002287837437410184
186,0.000711030759727651,0.001234071910588256,0.0008559710321364246,0.001217050820734337,0.0011277023660539167,0.0008527267027636843,0.0008530716782924145,0.0009397767850733692,0.0010473017636792145,0.0008579200858108651,0.000979503905619928,0.0007550989388854327,0.0009448448366188947,0.0007518379007469525,0.0007386219036951192,0.0009433395255832356,0.0008261042360787925,0.00075786020622975,0.0008132243463213582,0.0009251555729299375,0.0008095890913709436,0.0012212451718803538,0.0009009171644129848,0.0011808494522127222,0.0010562574351494017,0.0008771852879574701,0.0008711871927596222,0.0010230356395401349,0.0012879504256172525,0.0008564536167365543,0.0008134800883624961
414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,0.0001276692766107631,0.00022497311369662316,0.00017463985533572904,0.0002305716642864001,0.0001884456024305264,0.00015834072002172213,0.00020752131527142537,0.0002115569535776843,0.00022133559476993317,0.00021744756611101048,0.00015296154466250907,0.00012980328631539978,0.0001344937139165609,0.00012448493006700479,0.00011834135281338717,0.0001409601145420056,0.00013856732815746922,0.00012168982394567516,0.0001316740188890089,0.00014159216208346808,0.00011719299393943947,0.0002485643401857091,0.00022722728616912918,0.0002465772948667728,0.00018805372119299035,0.00016985245276742998,0.0001815278441637728,0.00019319874758284245,0.0002642638237469572,0.00017203383311081854,0.00013051482309647312
161,0.003620302781645356,0.00376102813870431,0.0036950733337452186,0.00376822082454962,0.003739890053420995,0.003702571716389394,0.003769810383053994,0.0038128044209579963,0.0038367942369705002,0.0037027925902043263,0.003697710552987778,0.003678690096046722,0.003661406319310205,0.0036754083501099183,0.0036580004983638695,0.0036533906180827008,0.0036915795767724956,0.0036532619345779897,0.0036877714477793694,0.003667544277600884,0.00364724362677507,0.003777725852015093,0.0037111374634789785,0.0037776317464843973,0.003733273673087893,0.003717046819850085,0.0037427526502850643,0.0037800878372709463,0.00386228591454278,0.003692011379799445,0.003692328540623479
197,1.0167937682172828e-06,1.1100329239046508e-05,3.9358939234630254e-06,1.0550503560596359e-05,7.474570118473379e-06,4.03621370250758e-06,3.27688951158494e-06,5.763440109307311e-06,5.955286132881038e-06,2.801404367304283e-06,5.2796950630682e-06,3.0327777983622787e-06,2.321538656695309e-06,3.0284166446253897e-06,2.338989053891082e-06,2.321539307388438e-06,8.343252015235333e-06,2.312815032826309e-06,3.1112973332560167e-06,2.4435786097204612e-06,2.2735502808128588e-06,7.775322326771249e-06,3.2421507317130444e-06,6.6234431644036394e-06,4.524952084368322e-06,7.849436302395175e-06,2.461030023036884e-06,4.140711721883061e-06,5.357441077049779e-06,3.4295376878892185e-06,2.6967114574766355e-06
245,0.0036526269136243324,0.0037946087470855983,0.0037280650599393725,0.003801865653340242,0.0037732819288979684,0.0037356303924285846,0.0038034694043312615,0.0038468473175736926,0.0038710513283720226,0.0037358532383311503,0.0037307258257823113,0.0037115355433328533,0.0036940974471611886,0.0037082244960930425,0.0036906612170992613,0.003686010177172725,0.0037245401087079646,0.0036858803447081504,0.0037206979785631136,0.0037002902086508923,0.003679808302014133,0.0038114555471223705,0.0037442726194028978,0.0038113606013637225,0.003766606473740463,0.0037502347378844604,0.003776170084662609,0.0038138386215322943,0.0038967706102083404,0.0037249757671190833,0.003725295759736189
453,0.00011432759387823373,0.0001997885451047278,0.0002541236950466728,0.00020874390453889477,0.00019702386178750006,0.00014878232514069396,0.00023776632714504788,0.00028796438756774605,0.00020690379404319365,0.0002002803995501144,0.0001690089690246567,0.00016205869061793822,0.00015393794847781212,0.0001591229242166099,0.0001452864812299571,0.00013286176533787225,0.00018777877871736676,0.00013678395400836156,0.00014689091634261745,0.0001569715208577921,0.00012275740518191396,0.00023824101038031394,0.00033500952779143305,0.0002418797844232948,0.00020857915194881724,0.0001621600068864349,0.00026812426269519905,0.000315146423920705,0.00032779318198554095,0.00018827882668532718,0.00017045040091179727
