node,id,radius_mean,texture_mean,perimeter_mean,area_mean,smoothness_mean,compactness_mean,concavity_mean,concave points_mean,symmetry_mean,fractal_dimension_mean,radius_se,texture_se,perimeter_se,area_se,smoothness_se,compactness_se,concavity_se,concave points_se,symmetry_se,fractal_dimension_se,radius_worst,texture_worst,perimeter_worst,area_worst,smoothness_worst,compactness_worst,concavity_worst,concave points_worst,symmetry_worst,fractal_dimension_worst
421,0.0021315747136816665,0.002238568098752997,0.0023065381739859466,0.002232377029845552,0.0022363531891895832,0.0021934128480220437,0.002268660291984173,0.00223666513501771,0.002250560879405256,0.0022210392651402797,0.002325176371677687,0.0021738903000965096,0.002198015114136737,0.0021828944810372134,0.002158327439834841,0.002211564916691208,0.0022729939374914482,0.0021565097445294394,0.002179001165991024,0.0022355775880566263,0.002170596490035399,0.0022559972023863937,0.0023403453439134847,0.0022350536686049174,0.0022361713263019853,0.002233267523346871,0.0022276720016832932,0.0022368223606984493,0.002331075594871928,0.002232588799137785,0.0022167320937617743
47,0.0030208418397439834,0.0030326856961318768,0.003029610152411551,0.0030327729338106785,0.0030311896718174997,0.0030296767008193954,0.0030337281494719633,0.0030366570325701613,0.003037457085073371,0.0030297429308740703,0.003033915880064113,0.003025785399157166,0.0030252555272955025,0.003025029547135312,0.0030237886182085064,0.0030253224690808198,0.0030294866716747007,0.0030239028573942344,0.003026569096607227,0.003026735986663762,0.003025082756083236,0.0030329484338818694,0.003032686034171965,0.0030324523856452928,0.003029626325194392,0.003033904005950009,0.003034881484624602,0.003036121787629468,0.0030384987569078248,0.0030304289393579477,0.0030339228696913277
292,0.00303178691887349,0.0030436736877845283,0.003040587000789854,0.0030437612415418766,0.003042172243092201,0.0030406537903151175,0.0030447199181294704,0.003047659413122952,0.003048462364367115,0.003040720260333759,0.003044908328904925,0.0030367483897338226,0.003036216598046573,0.0030359897991176867,0.003034744374071581,0.0030362837823745908,0.0030404630726590296,0.003034859027167402,0.0030375349266673984,0.0030377024213980508,0.003036043200851654,0.003043937377482891,0.0030436740270493997,0.0030434395319700945,0.0030406032321697338,0.0030448964117686687,0.003045877432032662,0.0030471222288889948,0.003049507810374882,0.0030414087543556216,0.0030449153438568757
186,0.0030428518346358024,0.003054781985915129,0.0030516840336394517,0.0030548698592117373,0.003053275061497647,0.0030517510669221073,0.003055832034618994,0.003058782257696393,0.0030595881394195495,0.0030518177795320575,0.003056021133025016,0.003047831413054019,0.0030472976805211954,0.003047070053858992,0.0030458200834660026,0.003047365110047491,0.003051559653216179,0.0030459351550037794,0.003048620820560345,0.003048788926585635,0.0030471236504897984,0.003055046637984653,0.003054782326418193,0.0030545469755174307,0.003051700324257945,0.0030560091723955615,0.0030569937730254818,0.003058243112936035,0.0030606374009236955,0.0030525087863058245,0.003056028173578981
414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,0.0030540387899101987,0.003066012802039817,0.0030629034602337145,0.003066100998400016,0.0030645003374590355,0.003062970739962262,0.003067066711216858,0.00307002778070263,0.0030708366252262392,0.0030630376978391604,0.003067256504837608,0.0030590366756020116,0.0030585009808172295,0.003058272517292297,0.0030570179514199216,0.0030585686582461948,0.003062778622529474,0.003057133446014823,0.003059828985341817,0.0030599977094039645,0.00305832631096954,0.0030662784270948907,0.0030660131437947303,0.0030657769276333036,0.003062919810744187,0.003067244500235251,0.0030682327207204284,0.0030694866537924175,0.0030718897443094443,0.0030637312450790075,0.003067263571275963
161,0.003065350044687644,0.0030773684050103348,0.003074247547123469,0.0030774569280237196,0.0030758503387088836,0.003074315076036196,0.003078426217554698,0.0030813982539644917,0.0030822100942085586,0.0030743822819052314,0.003078616714114784,0.003070366441067204,0.0030698287622276635,0.003069599452541528,0.0030683402401288844,0.0030698966903137735,0.003074122247057361,0.003068456162481544,0.0030711616852875274,0.0030713310342536087,0.0030696534454546127,0.003077635013861909,0.0030773687480310074,0.0030771316569949084,0.0030742639581913876,0.003078604665050937,0.0030795965456119857,0.0030808551228805377,0.0030832671137328124,0.0030750783978385596,0.003078623806725133
197,0.0030767879179887173,0.0030888511229394777,0.003085718620060497,0.003088939976262614,0.003087327392211529,0.003085786400946779,0.003089912882545574,0.0030928960086434635,0.0030937108781421726,0.0030858538575839825,0.00309010408991372,0.0030818230322652166,0.003081283347161349,0.003081053181842056,0.003079789270875634,0.0030813515287104664,0.0030855928524568285,0.003079905625774386,0.0030826212438147195,0.003082791224679928,0.0030811073762212343,0.0030891187266002,0.0030888514672400783,0.003088613491535934,0.003085735092363744,0.0030900919958906795,0.0030910875774985977,0.0030923508509509874,0.0030947718417691293,0.003086552570964823,0.0030901112089890327
245,0.0030883547898608553,0.0031004633452061674,0.0030973190660005742,0.003100552532564353,0.003098933886167211,0.003097387101702218,0.0031015290963897304,0.0031045234372473864,0.003105341370165263,0.003097454811935802,0.0031017210225825686,0.003093408833138394,0.0030928671191431585,0.0030926360885407105,0.0030913674260293015,0.0030929355570138892,0.0030971928255863657,0.0030914842183524848,0.0030942100454831962,0.0030943806653742135,0.0030926904866581564,0.0031007319548956892,0.003100463690801131,0.0031002248204514827,0.0030973356002297727,0.003101708883093276,0.003102708207489194,0.0031039762300899007,0.0031064063223772836,0.0030981561520586755,0.0031017281684213222
453,0.003100053103458813,0.0031122075245440697,0.0031090513351899702,0.0031122970497331577,0.0031106722720996628,0.0031091196286026053,0.003113277312663934,0.0031162829957218086,0.003117104026870435,0.0031091875953143467,0.0031134699658499267,0.003105126290839676,0.0031045825248974886,0.003104350619179122,0.0031030771511278976,0.0031046512220025786,0.0031089246165923747,0.0031031943858462444,0.0031059305380797234,0.003106101804258207,0.0031044052233500435,0.0031124771516945365,0.003112207871448105,0.003111968096286526,0.003109067932048825,0.0031134577803777204,0.0031144608900933197,0.0031157337158099385,0.003118173012992349,0.003109891592028595,0.0031134771387562516
411,0.0031118853672124722,0.003124086179217902,0.00312091794333955,0.003124176046106185,0.003122545067031341,0.0031209864974140657,0.003125160050498529,0.0031281772056291437,0.003129001370484444,0.003121054723540737,0.0031253534390020257,0.003116977917903949,0.0031164320765192347,0.0031161992856645385,0.003114920957048233,0.0031165010358270157,0.0031207907410831853,0.003115038639227337,0.0031177852347899515,0.003117957154656139,0.003116254098248326,0.00312435683547963,0.0031240865274459986,0.0031238458371120473,0.0031209346035451944,0.0031253412070203833,0.0031263481453990194,0.00312762582922906,0.0031300744367060607,0.0031217614072653454,0.003125360639285856
214,0.0031238541570863666,0.003136101895291817,0.003132921473890856,0.003136192107821978,0.003134554855750692,0.003132990291634889,0.0031371798968466004,0.003140208656420025,0.0031410359911401534,0.0031330587801697398,0.0031373740291520333,0.003128966294511272,0.0031284183537366164,0.003128184667532479,0.0031269014222676493,0.003128487578272504,0.0031327937823950438,0.003127019557070519,0.00312977671646222,0.0031299492975586625,0.0031282396909338966,0.003136373592539167,0.0031361022448592527,0.0031358606287932474,0.0031329381981742145,0.0031373617501243077,0.0031383725613428615,0.0031396551593414796,0.0031421131845395453,0.0031337681819086733,0.0031373812571292626
283,0.0031359621189355385,0.0031482573289944985,0.0031450645803788053,0.003148347891185629,0.0031467042931760825,0.00314513366485828,0.0031493395088498816,0.003152380007801498,0.003153210549245348,0.0031452024188525682,0.003149534393606111,0.003141094070846587,0.0031405440062704792,0.003140309414305861,0.0031390211952221753,0.0031406134991185217,0.0031449363939547144,0.0031391397879118777,0.003141907633967888,0.0031420808839833086,0.003140364650976276,0.0031485300793319547,0.0031482576799168466,0.0031480151273544617,0.003145081369484967,0.0031495220669852547,0.0031505367960767486,0.003151824365385439,0.0031542919178129546,0.003145914570210645,0.003149541649598756
107,0.0031482119709626303,0.0031605552091858832,0.00315734998889591,0.003160646125135573,0.0031589961068213017,0.0031574193432366325,0.0031616416163063265,0.0031646939922069725,0.0031655277779533376,0.0031574883658012113,0.003161837262331135,0.0031533639695608315,0.0031528117562949734,0.003152576247955493,0.003151282996766012,0.0031528815205994535,0.0031572213017436,0.003151402052708408,0.0031541807106630747,0.0031543546374363683,0.003152631700394152,0.003160829024954345,0.0031605555614790215,0.00316031206144569,0.0031573668435845178,0.003161824887559416,0.0031628435804364236,0.003164136179312726,0.0031666133706169113,0.0031582032990005305,0.0031618445466675012
542,0.0021360095485079035,0.0022420409082814434,0.0022625965537130402,0.0022514902529528072,0.0022375016753007817,0.0022790998672740184,0.0023185041809402306,0.0023668821125968956,0.0023738888031969137,0.002224486057035715,0.0022593125123422037,0.002205667465790013,0.0021886526661573937,0.0021990272820144093,0.0021802191158040813,0.0021842472037468925,0.0022411818007784657,0.00216679624409047,0.002180630177379512,0.002198460760671258,0.002165250341686408,0.002260079143269685,0.002232797864175247,0.0022646029194557152,0.002237898389809178,0.0023444420427587644,0.00231386115073556,0.0023253409523721,0.0023393407991560886,0.0022464891291004846,0.0022578020576797236
