node,age,shape,margin,density
241,0.0,3.7546767164990136e-07,1.133741083898426e-06,0.0
852,0.0004920748331239304,0.001221021166422924,0.0012088011833096522,0.00018015426157042135
436,0.0,3.213049925852687e-07,1.647717910693508e-09,0.0
386,0.0,2.8350440522229597e-07,1.4538687447295659e-09,0.0
345,0.0,9.138101799675038e-06,1.0125356410069649e-05,6.822921899139292e-08
311,0.0,3.228423370473992e-07,1.6556017284480222e-09,0.0
875,0.0,3.0531243639324174e-07,1.5657048020164554e-09,0.0
267,0.0,0.0,0.0,0.0
35,0.0,0.0,3.460207612456366e-07,0.0
78,0.0,3.0670022019502925e-07,1.5728216420256212e-09,0.0
604,3.468338393442945e-06,0.0002577969206705126,0.0001881591528910739,1.0916353303366832e-06
347,4.61535305196416e-06,9.748583674251775e-05,0.0001129318442584268,4.189029757119357e-06
191,8.595927613093785e-07,1.0706447404248034e-05,6.977530335342549e-06,7.569178981857653e-08
104,1.212295333373634e-06,0.00015566625835703005,9.1635262472058e-05,3.0179430312780424e-05
711,0.004519163698372975,0.005242411062167628,0.005556929340304475,0.003995319736130239
754,2.9207340394304293e-05,0.000547263187887839,0.0004503017188191327,8.042955470893745e-06
101,0.0,9.737297393285032e-06,0.0001982368991655037,7.626359804672763e-06
790,0.0,0.0,0.0,0.0
926,0.0,2.6086658984584094e-06,4.580694768442309e-07,1.179615342919418e-08
94,4.386746917460079e-05,0.0006998014067329374,0.0010694035966770947,1.553737667479421e-05
228,1.5678489257548503e-06,2.1336286457331505e-05,8.9927994978364e-05,3.1580707636027477e-07
388,0.0,0.0006429789655580111,8.628067581604663e-07,1.2975768772113596e-08
828,0.005095813102220735,0.00589771244493858,0.006251545507842536,0.004494734703146519
90,0.0,2.8378489765920887e-06,5.622564735137369e-07,1.2357875021060566e-08
672,0.0,0.0,1.3569441617475946e-09,0.0
681,5.228042009648356e-06,4.443852164853627e-05,0.00018557636926965155,1.1011268622219323e-06
248,0.00010683089189421023,0.00028517906615129146,0.0006046325774164982,1.4722355446138108e-05
370,1.74494764715668e-05,0.00014900109988066546,0.00017903557870086075,5.954109052097134e-06
34,0.0,0.0,1.3785687699029347e-09,0.0
809,0.0,0.0,0.0,0.0
366,1.613142345429009e-05,8.313048955727119e-05,0.00026467226341810756,2.673998101457455e-06
238,0.0,2.6235725607353145e-06,4.6068701671191225e-07,1.1863560020218145e-08
41,0.0,2.847006263413774e-07,1.4600032120069058e-09,0.0
371,0.0010758670291227837,0.0017289074995142021,0.001962506578910321,0.0010524430023239643
17,0.0,2.984407460147172e-06,5.306976632183494e-06,1.1931741399644687e-08
435,5.042758134661868e-06,0.00010529378954644656,0.00015745639012761735,4.343202192006054e-06
306,5.619755461961855e-06,4.379305231409678e-05,0.00018264514966062027,2.4945620126163923e-06
552,0.0005909835245895183,0.0008000135267226328,0.001214401899798263,0.00017504535038884308
233,0.0,2.946464997506831e-07,1.5110076910289812e-09,0.0
504,0.0002490449373833366,0.00047364899837713413,0.0008686312830195503,5.185281833085667e-05
937,0.0,9.202911032296848e-06,4.322039896320863e-06,6.871311416154465e-08
535,3.113172274137289e-05,0.00022174375281218178,0.0003339687917114536,1.8303853455206454e-05
207,0.0,0.0,0.0,0.0
339,0.0,2.5939276730433903e-06,3.895706458731677e-06,1.3879913201570227e-06
189,0.0,3.857263512031774e-07,1.1155785589953322e-07,0.0
676,0.0,0.0,1.4417531718568194e-09,0.0
298,0.0,8.208345830099217e-05,0.00027287282186566863,6.92039221198414e-08
709,0.001628306679890785,0.0019172084774669125,0.0022776403905991156,0.0009551884624847343
309,0.0004827382328980564,0.0012323675784692014,0.0012200284336330897,0.00016992488512874282
917,0.0,0.0,0.0,0.0
119,0.0010242445821920113,0.0016806726993722225,0.002069199276450227,0.0006190344456966589
159,0.0,3.2914169972149474e-07,1.5226593974174897e-05,0.0
945,0.0,3.001656645230416e-06,4.991638490890977e-06,1.2000711003110841e-08
433,0.0,0.0,0.0,0.0
429,0.0,3.8784572675923886e-07,1.1217081115172845e-07,0.0
919,0.0011448010324963346,0.0017509633312476462,0.0018646742811998576,0.000646676806613151
915,0.0,9.859174588084519e-06,1.1496862816768305e-05,6.970179206314961e-08
858,0.0,2.8712361039534655e-07,1.4724287712580285e-09,0.0
737,0.0,0.0,1.4123296377372924e-09,0.0
900,0.0,0.0,1.3840830449825466e-09,0.0
452,0.0,8.767638213201724e-06,0.0001960426880493462,6.546316957282294e-08
625,0.0,0.0,0.0,0.0
6,3.151613136860509e-06,0.001128043137854105,0.0007162120149740501,2.7010000802658086e-06
486,1.3904821959688252e-05,9.258686570973873e-05,0.00026483414754044,2.3827013757667025e-06
472,0.0,3.963914805986804e-05,1.2284053167254117e-05,1.3057377380743242e-08
865,0.0,0.0,0.0,0.0
541,0.00020858109599289161,0.0005152962639782637,0.001290471144577113,6.267176577958111e-05
389,0.0,0.0003889294309822217,4.1713658786616064e-07,3.844675124951518e-09
304,0.0,3.774755201613982e-07,1.1398020516073739e-06,0.0
612,1.943745384552548e-06,5.124981007639013e-05,9.130436269908773e-05,1.7155619845949416e-06
194,8.276936526177878e-05,0.0007305587534251372,0.0006532162445304302,1.709500049686151e-05
509,8.639219669714007e-05,0.0003663128887233104,0.0005228942667775433,4.4206322286795426e-05
891,0.0006324674621656389,0.0013050595806740391,0.0012751932195812538,0.00044846555456277574
516,8.019598777060251e-05,0.0007286597536020054,0.0006507726413771188,1.665855112162985e-05
483,0.000562056856000047,0.00131290861212309,0.0012827859191990691,0.00022277798943310084
467,9.057854072426857e-07,1.3592168485421986e-05,9.352252474418386e-06,3.2350968797881803e-07
923,0.0005116250987243322,0.00010764971044702713,0.00013675058552921514,8.8914356180316e-06
148,9.132098777938553e-07,1.3703579702515609e-05,9.42891028158575e-06,3.2616140673274276e-07
943,0.0,3.4616782006920818e-06,7.758544087534365e-07,0.0
59,2.5562917178872576e-06,4.3145570019687506e-05,0.0006283314457506189,6.236460478659326e-05
833,0.0,3.123798539023446e-07,1.6019479687297995e-09,0.0
684,0.0,3.2439446366781936e-07,1.663561352142484e-09,0.0
683,0.001540018271154729,0.001224548601492789,0.0013852835163608035,0.0006422539604960064
372,0.0015283894640834355,0.0021439277592450387,0.0024137276581259904,0.001377191006338851
154,0.0,0.0,0.0,0.0
839,4.654513887877287e-06,4.249601474047351e-05,0.00018299003788551055,1.6896296120995583e-06
3,0.0028656706262932454,0.003329082051429666,0.0035326647577014598,0.0025205782139278952
677,0.0,3.657405298973133e-07,8.784962322241229e-08,0.0
953,0.0,0.0,0.0,0.0
736,0.0,3.356917832980419e-07,4.2348031217392117e-07,0.0
667,2.966919423806988e-06,0.00024687044078603403,0.0001804388716895246,1.7048499783080119e-06
720,0.002996916608937349,0.003482029546822046,0.003693975828846155,0.0026363815930910226
890,0.0,0.0,0.0,0.0
242,0.0005564417420722644,0.0013209401684508037,0.0012903013735430892,0.00021694342709998617
643,0.0020803357413653905,0.0024080444785375106,0.0026813999599010385,0.001523121970779954
117,0.0,3.2005773612735656e-06,8.868764052771418e-06,1.2431874272683685e-08
641,1.5796967211206074e-05,9.678375308567144e-05,0.0002693112226588385,2.7709746759448017e-06
286,0.0,2.874122670750049e-06,6.190495682188847e-07,1.2506765081555274e-08
701,1.6126144379444318e-06,0.00020474688164095955,0.00013718276391992774,3.2885695554871584e-07
2,0.0,9.930617882201073e-06,1.1580048450989634e-05,7.020687751288258e-08
502,0.002133826450356232,0.0024760683279927125,0.002754951508768288,0.0015527166955694631
65,0.001742603784163163,0.002005732040178149,0.002379651360017292,0.0013947306228587716
764,0.0006797427368168785,0.0009365162692964868,0.0012983858939058213,0.00027767076929009695
553,0.0031497559340968474,0.0036640599313349786,0.0038796542721442518,0.0027701037895899836
647,0.0,0.0,1.4181178739575272e-09,0.0
952,0.0,1.0003104144114951e-05,6.483861937461353e-06,7.071933647283063e-08
274,0.0,3.6764542849052845e-07,8.830717334336236e-08,0.0
830,0.00014358760409866517,0.0004827175392603965,0.0005672014212256169,7.123474769402326e-05
314,0.0,3.373702422145321e-07,7.958469921891997e-08,0.0
791,0.0011618878084240175,0.00180101926650669,0.0019189820941282805,0.0006378626251176241
142,8.689353159415995e-05,0.000726617239553673,0.0006484888707066853,0.000307017501084312
731,0.0,7.780119872396396e-06,9.459803877036061e-07,1.314001900973529e-08
743,0.005929562777305197,0.00688066451909501,0.00729346975914962,0.00524385715367094
635,0.0,3.1827381340993596e-07,1.63217340210206e-09,0.0
13,3.394458808759271e-05,5.586940647885969e-05,0.00026653972752109387,6.258579091862419e-06
120,0.0,3.0810067782149054e-07,1.5800034760074733e-09,0.0
73,0.0,8.827282010570443e-06,4.105663250538256e-06,6.590849725699181e-08
412,0.0,0.0,0.0,0.0
349,9.375358601810289e-06,0.00028836032960606676,5.8638716641003325e-05,1.8944857314231036e-06
463,0.011117930207447245,0.012901245973303143,0.013675255798405546,0.009832232163133016
629,0.001725275004182494,0.0020505071667054455,0.0024332654097653952,0.0010267796053835656
111,9.341955205160687e-07,1.552305644100445e-05,1.0650024859278696e-05,3.315974301782885e-07
675,0.0,0.0,1.3896416114282596e-09,0.0
913,0.0,3.6957027366587153e-07,8.876951456505535e-08,0.0
175,1.2644063295080596e-06,2.2416377285895295e-05,4.2236414057098605e-05,1.3744637497401692e-06
430,0.0021404450005767877,0.002646190285082118,0.0028351757921676723,0.0015854925130167094
652,0.00028842641263516767,0.0005128671738156217,0.0009116407596248436,6.066075697910428e-05
250,0.0033253091334901888,0.0038623141483551974,0.004096604982638518,0.0029274880846192506
262,0.00012809350605786534,0.0003222823306835256,0.0006460461459739815,0.0003016728980112874
521,2.5479043063211982e-06,0.0002854361034000575,0.0006731464638864743,1.9127001187582e-06
631,0.0,3.0204338555827074e-05,9.617721892573715e-06,1.2582563657807122e-08
512,0.0014297822951214077,0.00217798134724409,0.002574935878885596,0.0009096767863473877
8,0.0,0.0,0.0,0.0
800,0.0,2.9593880896011593e-07,1.5176349177440207e-09,0.0
56,5.426724314859872e-06,4.599761406964756e-05,0.0001834047682244005,1.1763535125755613e-05
946,0.0,0.0,0.0,0.0
426,0.0,1.9615270837759088e-05,5.020621917407564e-06,1.2070482578710323e-08
331,4.244314660539169e-05,0.0005771031008084844,0.0004608442015554708,8.661189367229855e-06
84,0.0,3.8998852082973187e-07,5.4782288725684506e-05,6.920415224912732e-07
857,1.4939167640510676e-05,9.496777611034586e-05,0.0002637779389331323,2.520856891305198e-06
186,0.0,0.0,0.0,0.0
125,0.0,2.972425041537728e-07,1.5243205341217476e-09,0.0
255,0.0,0.0,0.0,0.0
434,4.0478265709500315e-05,0.0002437479312499331,0.0003063118757617313,2.0802169601466607e-05
927,0.007411953471631495,0.008600830648868763,0.009116837198937022,0.006554821442088677
801,0.00014667428635545184,0.0004939024230030478,0.0005804099902675067,7.293081311530955e-05
763,0.0,3.197822201085613e-07,1.6399088210693682e-09,0.0
363,0.0,2.88350634371395e-07,1.4787212019044303e-09,0.0
81,0.0,0.0,1.3622864615969946e-09,0.0
201,0.0,2.895881907420877e-07,1.4850676448310588e-09,0.0
551,0.0024684694530761214,0.002847497040112069,0.0030464266552526296,0.0021545188447391053
415,0.0,2.8590698492756965e-07,1.4661896662950707e-09,0.0
724,2.652025448107417e-06,5.44173192553745e-05,7.050567117499471e-05,1.8562871931334862e-06
911,0.002545489640230267,0.0029656184063779384,0.0031490281856137873,0.002225730845436032
258,0.0,1.0076656380468737e-05,6.531537392883863e-06,7.123933159395438e-08
50,0.0,0.0,1.3952450050227283e-09,0.0
195,0.00015025135023171568,0.000505346595629906,0.0005942725451329221,7.470961343519516e-05
464,3.363531799629125e-06,3.390963907731524e-05,0.00014733845729347325,4.669668522501835e-05
510,0.0010861183492883435,0.0012990934650554528,0.0016886906112592143,0.0005157725613484754
350,0.0013006069658361252,0.001558259114711362,0.001948155964177728,0.0006338720167617755
340,0.0,0.0,0.0,0.0
640,0.0,1.0151298279583321e-05,6.57991915134967e-06,7.176703034650219e-08
528,0.0,3.3906557006485636e-07,7.998462233057284e-08,0.0
449,2.3494825399239875e-05,0.00018933066712262727,0.00022134090271178037,1.5986206232156948e-05
899,0.0,3.1383278345537876e-07,1.6093988895145894e-09,0.0
200,5.4769114652828535e-06,4.5389473854604645e-05,0.0001809069221264749,1.8418662921794632e-06
592,0.0,0.0,0.0,0.0
563,2.6808518116738022e-06,5.500869355745628e-05,7.127196052942815e-05,1.876464227841459e-06
395,0.0,2.985577364730373e-07,1.53106531524618e-09,0.0
716,0.0,2.998846597462508e-07,1.5378700499806074e-09,0.0
527,0.0,0.0,0.0,0.0
664,0.0,2.564945240942347e-06,1.4574034035143633e-06,3.866153756934487e-09
180,0.0,2.9083641570218295e-07,1.491468798472572e-09,0.0
318,0.00025114042760332564,0.0010238599013166205,0.0009928199870539354,7.48292155237485e-05
930,0.0,0.0,1.4239537499820438e-09,0.0
494,0.0,3.012234305486894e-07,1.5447355412751636e-09,0.0
47,0.0035361438050224635,0.004106087450693461,0.004354736611909846,0.00309625160320478
480,0.0,0.0,0.0,0.0
784,0.0,4.0282027390240736e-05,1.2713474803326654e-05,1.3223713398332329e-08
19,0.0026290936382662496,0.0030728348197432104,0.0032577115282129594,0.0021885160038608562
614,0.0,6.747404844290644e-05,1.4477856119064295e-09,0.0
750,0.0,2.934991681739094e-05,9.330261445538281e-06,1.2659286606940093e-08
244,2.7103117216921955e-06,5.5613063797222704e-05,7.205509056605864e-05,1.8970847138616948e-06
437,1.231035313692685e-05,0.00011596767603047816,0.00012990020985530426,4.62832047922518e-06
789,0.0,8.778316844249855e-06,1.2448776937119654e-05,1.3308480791911381e-08
216,0.0,0.0,0.0,0.0
795,0.0,3.307551394260119e-07,7.63280726924908e-08,0.0
