node,sepal_length,sepal_width,petal_length,petal_width
14,0.007504988827603719,0.008880704946426014,0.009839782183145017,0.009809878579264738
98,0.004636017433891784,0.005318968446617369,0.005460305657366451,0.005719732966318964
75,0.0074196267146089175,0.006612919986708602,0.008123465823596077,0.008251014991231726
16,0.011002996963493524,0.011466773410555594,0.01271956004300671,0.01255908350791736
131,0.004761791855349334,0.001424319691117224,0.004192826578331636,0.00311488954574786
56,0.00025415077583328555,0.0001535602117222231,0.0005357039641963829,0.0005871114039411319
141,0.01157365302248088,0.010660912220501893,0.012220458785891453,0.013143103445667152
44,0.008526180811291844,0.008812497075094638,0.009632113667306132,0.009786684007409775
29,0.009137167367840263,0.007749620857455088,0.010013123703223329,0.010334050711980878
120,0.021981362985430748,0.02162874597704606,0.023352085420333978,0.023437167884124078
94,0.011356773661128368,0.011379349545468046,0.012592348935347834,0.01275006838122108
5,0.012261163790654006,0.012643057786552189,0.013770703582733832,0.01382142032577046
102,0.024008870394864476,0.02366890268007219,0.02554347311450501,0.025632552486731585
51,0.0034907720825378447,0.002739236385377056,0.004469861670577464,0.004620722047100639
78,0.0019215561139445424,0.0017420780123654543,0.0028676552942947116,0.0030051245872545445
42,0.009654954864612833,0.007812598452337345,0.010416311214484737,0.010491483775644543
92,0.027337683240630545,0.02689485685998322,0.029110197986266566,0.02894662321285083
66,0.0008222019068496836,0.0006996076574942154,0.0014893842278863615,0.0015857294391390564
31,0.008460045763456703,0.008267768638932105,0.010408740053032302,0.01023462761391152
35,0.012947585674557881,0.012159101705438803,0.014445851880105748,0.014491747994095833
90,0.00815272871818504,0.008475887039448637,0.00931679891278368,0.009473325014668143
84,0.0004734003047865935,0.00039265886059537745,0.0009589829150918465,0.001035950489252906
77,6.666666666665932e-06,2.2222222222219773e-06,6.666666666665932e-06,8.888888888887909e-06
40,0.013371337611676224,0.012914146577593925,0.014885905563129576,0.014863874688144074
125,0.006598866336055132,0.004441073783294968,0.007574221910658776,0.006659590058790381
99,0.013649020764489669,0.01335188613736733,0.014871671129061449,0.015077995547872975
33,0.00880615767622379,0.010274383364216308,0.010976134621162108,0.011178226312650542
19,0.014563443075995178,0.014444881522902235,0.016098121193825282,0.01618488177043991
73,0.015085453268408672,0.014710271736317726,0.016342821646098425,0.016627567229095523
146,0.0016335273227904925,0.0018883563457318545,0.002518819282138168,0.0032828387216131422
91,0.003940213999321067,0.003481536766558072,0.005098552247093658,0.005180267422492761
135,0.010807029582063128,0.00866685744794973,0.011044716745233532,0.01144890246781827
69,0.03215841491973138,0.031720469152045606,0.03429761651032362,0.033653248609718245
128,0.03502790223544121,0.034504288136886614,0.037101789780009546,0.03711233624570949
114,0.04381693347214629,0.043130360171108266,0.046377237225011934,0.04642570435937472
48,0.016071921645406103,0.015899514125769905,0.017755517155086564,0.017976219946020926
53,0.00894146424718557,0.009823125532659193,0.010186455660234814,0.010386910517354941
28,0.017081429544432526,0.016578012696824882,0.018791979160400003,0.01897718293735731
54,0.002191035737874294,0.001930894288594559,0.003019987271269872,0.0031425446178559
108,0.005565956304558564,0.00524793112383572,0.007332861425034819,0.00667812306871617
112,0.06567799613243631,0.0646955402566624,0.0695658558375179,0.06958542576606094
17,0.01831251638302982,0.017819322918472883,0.02002040592733563,0.020145551845180208
119,2.904020707070634e-05,0.00020005005050505067,9.792862626262534e-05,0.0001090899191919195
103,0.009529612950816491,0.009195170672752478,0.011276078010099815,0.011091798934099104
58,0.0199256219437101,0.019487818177365633,0.021516414877213882,0.021681552507581296
