node,id,radius_mean,texture_mean,perimeter_mean,area_mean,smoothness_mean,compactness_mean,concavity_mean,concave points_mean,symmetry_mean,fractal_dimension_mean,radius_se,texture_se,perimeter_se,area_se,smoothness_se,compactness_se,concavity_se,concave points_se,symmetry_se,fractal_dimension_se,radius_worst,texture_worst,perimeter_worst,area_worst,smoothness_worst,compactness_worst,concavity_worst,concave points_worst,symmetry_worst,fractal_dimension_worst
421,3.2176387090946826e-05,3.099453450890924e-05,1.050558087943829e-05,2.582152549451621e-05,5.374211654116424e-05,8.310113410692855e-06,4.658807761098227e-06,1.2066829221229458e-05,2.5660975990173806e-05,6.9918891108341915e-06,6.156901809922318e-06,2.1342487540896604e-05,1.4925317069261927e-05,1.5277976218387157e-05,3.339074188976872e-05,1.3701445395296516e-05,4.694902134192541e-06,1.3454386083829085e-05,1.0043963756046033e-05,1.4519314205644876e-05,1.371230305353785e-05,4.697169719052328e-05,7.105673077304568e-06,3.2368266055823835e-05,7.414019936983168e-05,9.557549017156844e-06,5.827960572706528e-06,9.828938449556703e-06,2.5126723747533092e-05,1.6094494962192413e-05,9.580608980632098e-06
47,3.43853291403513e-05,8.595979874829696e-05,1.5173724710198807e-05,8.185733292785014e-05,0.0001122189489871091,4.160309095441937e-06,8.802048349011499e-06,1.2192097543417684e-05,1.5193237731105882e-05,5.768267410463128e-06,1.0873290520675665e-05,5.9849065771506286e-05,1.187327593835051e-05,5.843584616535439e-05,6.344838428367918e-05,1.8764180337568248e-05,1.1602897362983332e-05,2.162181558365517e-05,1.704251261192601e-05,1.3767507506237248e-05,1.743083756839865e-05,6.885377079308807e-05,9.518628665308617e-06,6.654054873361697e-05,8.995233817522915e-05,2.085897420011937e-06,3.794617337469644e-06,4.187862355988003e-06,4.777871634378284e-06,6.026672443573099e-06,4.283928334144033e-06
292,0.0002200039324583123,0.0005254473580895943,0.00013496305283369222,0.0005626027504740526,0.0006696990447623662,0.00011992556202908582,0.00027214097431944325,0.0004417887288741049,0.0007662324294096868,0.00010719500799087469,0.00011803525795194472,0.000416962039460634,9.113093687097273e-05,0.00038156428082278065,0.0004430004000929319,0.00014541201702680383,0.00011705361239018074,0.00015972667086776144,0.00014545108304514165,0.00012422543661198138,0.00014549305916210215,0.000804442073248062,9.558291507362859e-05,0.0007951730218878827,0.0008489232828998896,7.40992945583164e-05,0.00018404051043165116,0.00020125108025371944,0.0003583098473802982,0.00011520031291658615,0.00011174629649186946
186,1.2677518529541532e-06,2.0390975162176887e-06,3.538161672241376e-07,2.2503417785468593e-06,2.913500559521218e-06,3.8821394524569575e-07,9.631217840171473e-07,2.2061319697914856e-06,3.694479948060958e-06,2.9484814983313e-07,2.457076955053983e-07,1.8769725932963745e-06,4.0295573764010793e-07,1.8131055131592632e-06,2.1520847076280434e-06,5.110615652082212e-07,4.6683682064920985e-07,8.255414026584661e-07,6.683034944391274e-07,4.078697249262681e-07,6.633894212310131e-07,2.9773621804785826e-06,2.3096552835130317e-07,2.923329695787622e-06,3.581504349131085e-06,2.7027799398171715e-07,5.258034437664493e-07,8.697653587464944e-07,1.326716487987026e-06,3.587302533574072e-07,3.783860362548142e-07
414,4.1687733116581354e-05,3.128775062319363e-05,3.4827551646229914e-06,3.784180771742389e-05,4.862180993636128e-05,1.988188573832978e-05,4.465443744165831e-05,9.249255430892201e-05,0.0001713330676173818,1.5061135680901263e-05,5.33726726948067e-06,3.8695047197470746e-05,1.947281817127855e-05,4.356048550312434e-05,4.866563480207845e-05,2.4272316834168714e-05,2.148960494631141e-05,2.8909524234597204e-05,3.254310504552133e-05,1.3953614690618628e-05,2.3742245252845146e-05,4.34159971049839e-05,4.00465786358688e-06,5.198909150301718e-05,6.450816116860704e-05,1.4024901091110062e-05,2.8495053441497105e-05,4.0308267444163794e-05,0.00010886703480431171,1.6675511120295063e-05,1.1741965255947095e-05
132,6.365065498454045e-07,6.683287153922128e-07,1.5912781811774643e-08,8.35417529336139e-08,7.041284165642969e-07,1.193459035488655e-08,3.580371072200992e-08,6.404843372405343e-07,6.802619558397629e-07,1.193459035488655e-08,5.967287185332135e-07,1.2332288251304905e-06,5.967287185870879e-07,1.2292514456706896e-06,1.2411835527527134e-06,6.04684303174398e-07,6.007065122782283e-07,1.2014098051633585e-06,1.1974324168812893e-06,5.967287185332135e-07,1.1894776359597754e-06,7.956366361593378e-08,0.0,4.773824966442781e-08,6.723064991067103e-07,7.956396245869053e-09,1.9890971064351555e-08,6.046843036046076e-07,6.046843088937702e-07,1.193459035488655e-08,5.927509222616452e-07
161,8.969657745566724e-06,1.6229894306871796e-05,2.824824098758949e-06,1.732446299567116e-05,2.240174464592263e-05,3.126940569233316e-06,6.738204983194709e-06,1.6157760168304058e-05,2.8561250332625885e-05,2.916768414660345e-06,2.1679952390356724e-06,1.4728666429817847e-05,3.1335143256414753e-06,1.4204126521537989e-05,1.619057534841088e-05,4.072625454936399e-06,3.5604017034555104e-06,6.193367219422973e-06,5.8847951192816475e-06,3.6326338994337486e-06,4.834330456572246e-06,2.373096517896652e-05,1.9906380522762086e-06,2.294522240383096e-05,2.7736870348668922e-05,2.2993619469197225e-06,4.512587284439214e-06,6.3181010838822605e-06,1.2846647277268622e-05,3.40277611229237e-06,2.9364810468027554e-06
197,5.6076033751077494e-08,8.811934187068575e-08,1.602177346801967e-08,8.411395672083042e-08,1.241678268036054e-07,1.2016334124440567e-08,3.604894161736615e-08,6.008146408387333e-08,1.0013551028523837e-07,1.2016334124440567e-08,1.6021773358538697e-08,7.209768481303939e-08,1.6021773412787395e-08,6.809226739315247e-08,8.010848813480827e-08,2.4032643943512537e-08,2.002721008534693e-08,4.005436127597304e-08,3.6048934971626504e-08,1.6021773358538697e-08,2.8038077974841283e-08,8.01086202160429e-08,0.0,4.8065223977197866e-08,9.212476849727152e-08,8.010892110566787e-09,2.002721059218958e-08,2.403264437671188e-08,2.4032649702630497e-08,1.2016334124440567e-08,1.2016334087619037e-08
245,0.0014391879707189225,0.005719789653405546,0.0009561897522869164,0.005778403281071945,0.006173476085377439,0.0008384954342775117,0.0018404324139651741,0.0037142711683154795,0.005973013989877299,0.000711826272705703,0.000767837750034957,0.0025637513087695563,0.0008954352974656846,0.0023700064838641263,0.002824515252794246,0.0011291859055345948,0.0008036464440533091,0.001088775948685014,0.0010669451758086694,0.0009206205083272574,0.0009790850647256513,0.006381487504192408,0.0008403826435622467,0.006056162051567565,0.006299796832701847,0.0006571868211691787,0.0013781653511935668,0.0019090306667485866,0.00448130778005706,0.0008287178623412646,0.0008177282889103225
453,1.531051484279241e-05,1.6671120099569514e-05,3.86537245037849e-06,1.863732712251305e-05,2.8071755850296624e-05,2.145772407678126e-06,9.15705853859172e-06,1.976201316854631e-05,7.232325556527896e-06,5.56023714552755e-06,4.341183762598685e-06,2.352330238846162e-05,3.914898724227412e-06,2.287451989813506e-05,2.613803257763349e-05,7.532317983956344e-06,6.903023730532255e-06,1.1942066806070646e-05,7.690702182524002e-06,7.42837651617024e-06,7.685752411489159e-06,3.164285211268752e-05,1.9872389513904176e-06,3.2173129239750465e-05,4.3937811466927706e-05,3.781176874189689e-06,1.0470878432001999e-05,1.7833656883972997e-05,1.2446528835454595e-05,6.209361786284291e-06,5.644407158888098e-06
411,0.00028362856534245044,0.0011233896401965857,0.0001843075448102952,0.0011399121133442037,0.001249364178139182,0.00013617288348650937,0.00031458633299873617,0.0006834679789743705,0.001170311043198909,0.00013147900831741527,0.00012814468143854054,0.0005250391034346766,0.00016955993702217774,0.0004802338486376011,0.0005617232084601171,0.0001453764382146365,0.00015521140603209942,0.00020930568626988596,0.0002094847958259065,0.00012177084397428367,0.00018247775978959442,0.0012894770702463984,0.0001364068672296943,0.001200120435326525,0.0012675053679363341,0.00011681798006400534,0.0002553990995478859,0.0003523313745006551,0.0006953259379794533,0.00016155053584232857,0.00016312069339712276
