node,sepal_length,sepal_width,petal_length,petal_width
14,0.02323570745696107,0.015406771955834656,0.032036412467325706,0.031996457876404226
98,6.666666666665932e-06,0.00023777777777777873,2.0000000000000266e-05,7.555555555555463e-05
75,0.0003017896995829705,0.00021516542456915692,0.0006256068623832514,0.00040201737796024357
16,0.011916628684866934,0.0061362156646559,0.01828465531580796,0.018435419427278985
131,0.006240940155894539,0.0018213091706881868,0.012993938963128067,0.012035864036332644
56,0.000150283415746866,0.0001412680234254044,0.000824023642996341,0.0006609903776038609
141,0.0008555147813584776,0.00043443159296566923,0.0030632703723037663,0.006488715896562606
44,0.005215253845581079,0.001757905180189413,0.007875900300539744,0.008895322951691018
29,0.003142853548360177,0.0004947359293820794,0.005300236364126975,0.006884500472524395
120,0.0020939281342202487,0.0008169080561872314,0.006370433648214125,0.008699254914692457
94,4.708457189696938e-05,0.00034782584927158373,0.0005078201758564928,0.0003369555867239174
5,0.005666803161525261,0.0023220326181128998,0.009886087928160491,0.01002765149714759
102,0.0029057174416483554,0.0011352129471996675,0.008119623273882211,0.008625125800088073
51,0.0001934652397677393,0.00015105403758065167,0.0006755957877352877,0.0005205112944693878
78,8.387091055100289e-05,0.00024970426139073003,0.0007104433303841844,0.0005558270899502615
42,0.008132354821415524,0.0021758463104328196,0.012825480933790542,0.01288489455804988
92,6.600542200098609e-05,0.0003517462455182227,0.0003357324839672588,0.00020962605218602484
66,3.422416595608829e-05,0.00022218067425119125,0.0007318548091988713,0.0005824842292174886
31,0.0006564769856326863,0.00032583387469061956,0.003678441736000744,0.003259835314976873
35,0.0026889988506849276,0.0004687208945313526,0.006396347952622851,0.006924665466710801
90,2.9882414122346075e-05,0.0003271371884236403,0.0006434987793786828,0.00019262609132395794
84,2.3982983417219106e-05,0.0002201058492648581,0.0007637372240296661,0.000612502262643145
77,0.0003401002242263499,0.00025006239722322524,0.0013333316192292747,0.0010156453006450385
40,0.008833453644657206,0.0024765928685286116,0.013595588440543874,0.013346946634196515
125,0.0012056578646307456,0.00038794790511774554,0.0047996280777970555,0.0027774978609552497
99,5.9014855668758356e-05,0.00031815379040119903,0.00042245241606461237,0.0003357436569034772
33,0.03474063151738026,0.02386958343882129,0.04757128056189715,0.04799468681460633
19,0.013794160221764797,0.006113337786245466,0.021034438229181687,0.02151722714415098
73,0.00011958577531980764,0.00029919886403987825,0.0009484449979665529,0.0002128494222185439
146,0.0002395576282194015,0.0005394515888373157,0.001607332154846981,0.0021685504119560153
91,0.00010521719748706856,0.00021465004262824814,0.0008066120031883522,0.0003960523827211947
135,0.016080442314634007,0.006795951223541001,0.026758336047215395,0.026913028974485564
69,4.6817863636363415e-05,0.00036531649494949477,0.00028267099494949595,0.00012837405050505134
128,0.0006232816255283776,0.0005167263624390177,0.003800759758104804,0.00459171134551491
114,0.00015732917494487813,0.0004172442108176393,0.001960375379610413,0.006122919360897216
48,0.010923851882059374,0.005108126604909065,0.01624114457373951,0.01689625773802778
53,2.683514774659333e-05,0.0003588686673551369,0.00032251905734853424,0.00028448579924538365
28,0.004764121627116719,0.0012944131489045607,0.008817535681377822,0.009314015110694301
54,0.00022418407897931733,0.00027656404816331153,0.0007748523116567747,0.0005266588663705142
108,0.00042079897840613417,0.000546014632461736,0.0035125657762410025,0.002013854814971455
112,0.0007833031174498724,0.0004418754429564438,0.0035678962137489856,0.004560257933017058
17,0.005130840157601858,0.0014178709951294239,0.009102609130669355,0.009232790505458121
119,0.00010355547704062398,0.0005736323409800794,0.0012644981589080683,0.0005253288944586267
103,0.000220726752251666,0.0003324309234809204,0.002788375718721641,0.0016444686313356826
58,0.0002506939025991016,0.00022448517447504044,0.0007299216301000146,0.00028078471881057005
