node,sepal_length,sepal_width,petal_length,petal_width
14,0.005318584460174198,0.007040164300401367,0.008269286363560634,0.008144712852218823
98,0.006979291563614285,0.007520021207034954,0.007553724703039011,0.007699079510219142
75,0.012939155578911987,0.012922776024166015,0.013106267960132414,0.013117898530035935
16,0.01317876957111406,0.0131620866912802,0.013348976626060792,0.013360822576888452
131,0.013432207447481638,0.013415203743035588,0.0136056877150235,0.013617761472597845
56,0.0010957956313131314,0.000789102525252525,0.0016875534292929285,0.0017854198838383848
141,0.00963734344322375,0.008925266511308493,0.009769129496557881,0.010578398803293936
44,0.01370085159643127,0.0136835078178963,0.01387780146932397,0.013890116702049801
29,0.013986286004690256,0.013968580897435806,0.014166922333268219,0.014179494133342506
120,0.014290335700444391,0.014272245699553977,0.01447489890573057,0.014487744005806474
94,0.014615116057272674,0.014596614919998386,0.014803873880860812,0.01481701091502935
5,0.014963095011017261,0.014944153370474536,0.015156347068500355,0.015169796889196716
102,0.015337172386292692,0.015317757204736401,0.015535255745212863,0.015549041811426632
51,0.009664433988779452,0.009255309733508936,0.01011959599611868,0.01017614077425591
78,0.011025582820324927,0.010925292701380169,0.011376121034184308,0.011408562322684163
42,0.015740782185931973,0.015720856078545255,0.01594407826482373,0.01595822712225365
92,0.016178026135541194,0.016157546525171512,0.0163869693277355,0.01640151120898292
66,0.011154528368225516,0.011036258693307436,0.011547788869045818,0.011580428878803601
31,0.01665385043364535,0.0166327684817942,0.016868939013845365,0.016883908597482414
35,0.017174283259696766,0.017152542496850273,0.017396093358028032,0.01741153074115374
90,0.017746759368353324,0.017724293913411945,0.01797596313662897,0.0179919150991922
84,0.004880240936743632,0.004559211690018092,0.0059187336504913065,0.006042560535840364
77,0.011514041911498376,0.011236717982858342,0.011757129862910538,0.01178613572266105
40,0.018380572202937373,0.018357304410319516,0.018617961820080003,0.018634483495591922
125,0.0077090696800754385,0.006071299780648419,0.008211831796695839,0.0075283503379571905
99,0.01908751728766573,0.019063354579947192,0.019334037274698464,0.01935119439926853
33,0.009829807084480842,0.01070068564726442,0.010998497335309502,0.01105271619193621
19,0.019882830507985137,0.019857661020778326,0.020139622161144236,0.020157494165904722
73,0.008216797528301591,0.008139083932920992,0.008891879590540807,0.00889945047268224
146,0.0021987721315860345,0.002571811100508574,0.0029992861187175704,0.0037798513763701545
91,0.011610068904371497,0.01145048035781763,0.011990860044051907,0.012008853045972025
135,0.02078659553107537,0.02076028197626825,0.02105505953210534,0.021073743900718575
69,0.02182592530762914,0.02179829607508166,0.022107812508710606,0.022127431095754505
128,0.023038476713608536,0.023009312523697308,0.023336024314750084,0.02335673282329642
114,0.02447838150820907,0.02444739455642839,0.024794525834421967,0.024816528624752445
48,0.026226837330224004,0.026193637024744705,0.026565563394023536,0.026589137812234764
53,0.02841240710774267,0.028376440110140094,0.028779360343525497,0.02880489929658766
28,0.03125364781851694,0.031214084121154104,0.03165729637787804,0.031685389226246426
54,0.007332436667981884,0.007083095984065476,0.007955531035346639,0.008064977270850851
108,0.0027265263314861917,0.0025153083970191692,0.004087103489893762,0.003381965057465668
112,0.03516035379583156,0.03511584463629836,0.0356144584251128,0.03564606287952723
17,0.04102041276180348,0.04096848540901476,0.04155020149596493,0.04158707335944843
119,1.1111111111109887e-05,0.00011111111111111121,4.2222222222222506e-05,4.666666666666646e-05
103,0.05127551595225435,0.05121060676126845,0.05193775186995617,0.051983841699310536
58,0.07691327392838153,0.07681591014190267,0.07790662780493425,0.07797576254896581
