node,sepal_length,sepal_width,petal_length,petal_width
14,0.011596150051557556,0.011591864372581567,0.011633680581097232,0.011638087479825625
98,0.011757207691162522,0.011752862488867422,0.011795259478056916,0.011799727583712094
75,0.011925167801036272,0.011920760524422671,0.0119637631848863,0.011968295120622266
16,0.012100537915757393,0.012096065826252417,0.012139700878781686,0.012144299460631416
131,0.012283879399329475,0.012279339550892604,0.012323635740581408,0.01232830399791371
56,0.006548143974473811,0.006081800828535298,0.007254738738446575,0.007343587948867945
141,0.012475815014943999,0.0124712042313753,0.012516192549027994,0.012520933747881113
44,0.012677037837765677,0.012672352686720064,0.012718066622399413,0.012722884292201775
29,0.012888321801728437,0.012883558564832065,0.012930034399439403,0.012934932363738471
120,0.013110534246585825,0.013105688884915376,0.013152966027015944,0.013157948438975341
94,0.01334465092956057,0.01333971904357458,0.013387840420355516,0.013392911803957044
5,0.013591774094922803,0.01358675087771485,0.01363576339110284,0.013640928689215508
102,0.013853154365979012,0.013848034548440136,0.01389798961016251,0.013903254240931192
51,0.014130217453298592,0.014124995239408938,0.014175949402365759,0.014181319325749816
78,0.008733294972106976,0.008650119483683303,0.009182948250976436,0.009237207932893855
42,0.014424596983575646,0.014419265973563291,0.014471281681581714,0.014476763478369603
92,0.014738175178870768,0.014732728277336406,0.014785874761616098,0.014791475727899378
66,0.0014732386239696051,0.001297876019725647,0.002313903304105087,0.0024250700991289256
31,0.015073133705663285,0.015067563010912232,0.015121917369834646,0.01512764563080618
35,0.015432017841512411,0.015426314511172049,0.015481963021497375,0.015487827669634899
90,0.015817818287550224,0.01581197237395135,0.01586901209703481,0.01587502336137577
84,5.777777777777881e-05,4.444444444444449e-05,0.00016222222222222161,0.00017777777777777795
77,9.908513131313043e-05,4.767464646464626e-05,0.00018143515151515166,0.00020844767676767646
40,0.016234076663538384,0.016228076910107962,0.016286617678535724,0.016292787134043557
125,0.016685023237525562,0.01667885682427763,0.016739023725161718,0.016745364554433654
99,0.017175759215099843,0.017169411436756384,0.017231347952372356,0.01723787527662288
33,0.017712501690571713,0.017705955544155022,0.01776982757588399,0.017776558879017343
19,0.01830291841359077,0.01829615406229352,0.01836215516174679,0.018369110841651257
73,0.01895659407121901,0.01894958813594686,0.01901794641752346,0.019025150514567372
146,0.009992765652706143,0.010101360270214813,0.010276707089343123,0.010444029009504148
91,0.010230763359474026,0.010122106832174464,0.010487603313439588,0.010502922373153917
135,0.019685693843188974,0.019678418448867894,0.019749405895120517,0.019756887072819966
69,0.02050593108665518,0.020498352550904056,0.020572297807417206,0.02058009070085413
128,0.021438018863321327,0.02143009584867242,0.021507402253208897,0.021515549369074773
114,0.022509919806487394,0.022501600641106043,0.022582772365869343,0.022591326837528514
48,0.023760470906847804,0.023751689565611935,0.02383737083063986,0.02384640055072454
53,0.025245500338525788,0.025236170163462683,0.02532720650755485,0.025336800585144825
28,0.027048750362706202,0.02703875374656716,0.02713629268666591,0.02714657205551231
54,0.02930281289293172,0.02929198322544776,0.02939765041055474,0.02940878639347167
108,0.03223309418222489,0.032221181547992535,0.032337415451610216,0.03234966503281884
112,0.03626223095500301,0.0362488292414916,0.03637959238306149,0.03639337316192119
17,0.042305936114170176,0.042290300781740196,0.04244285778023841,0.042458935355574726
119,0.00014359464684134306,0.0006087276367707304,0.0004233139987324418,0.0002843333684829685
103,0.05288242014271272,0.05286287597717525,0.05305357222529801,0.053073669194468404
58,0.07932363021406909,0.07929431396576288,0.07958035833794701,0.0796105037917026
