node,checking account status,Duration in month,Credit history,Purpose,Credit amount,Savings account/bonds,employment, Installment,status n sex, Other debtors / guarantors,residence,Property,Age in years,Other installment plans,Housing,existing credits no.,Job,liability responsibles,Telephone,foreign worker
507,1.474926253687317e-08,0.0,0.0,0.0,0.0,1.474926253687153e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.982285787895048e-08,0.0,5.899705014748612e-09,0.0,0.0,0.0,0.0
818,0.0030144638387916032,0.002539343039746708,0.0025755601033645202,0.0024853599695620304,0.002536109817496355,0.002605198045656615,0.002473992046169316,0.0025282762765420886,0.0023640307372033553,0.0023882559587278004,0.0025272879990587624,0.0027079387534981393,0.0023606752101763767,0.0024697901397922615,0.002401743995846745,0.002323255574254325,0.002377876424671505,0.00245446063188811,0.0026138443355671506,0.0022474101927480094
452,0.00022669990037450075,2.3845791635431988e-06,2.812503976676828e-06,1.3806513776819834e-06,1.0256332534379095e-06,2.009424979905828e-06,4.743481321529778e-06,2.4988946655710547e-06,3.7672128203896494e-07,1.2997053794248943e-06,2.5205746654602383e-06,1.9820798568914935e-06,3.5502737964814283e-07,2.102127963731439e-06,7.277979703380677e-07,6.765266227114499e-07,3.491108184213342e-07,1.3351036371568359e-06,6.86153731241196e-06,0.0
368,4.4225268545705446e-07,0.0,1.6260162601624227e-09,1.6260162601624225e-09,0.0,2.7642217078685754e-08,0.0,0.0,0.0,0.0,1.6260162601624225e-09,1.6260133004670792e-08,0.0,1.2357603755046275e-07,0.0,6.504065040649691e-09,1.6260162601624225e-09,3.5121769196897454e-07,0.0,0.0
242,0.001862256215136878,0.00123605786875955,0.0017414267602499202,0.0009971396465173472,0.0009252927185971285,0.0013280450559727697,0.0009898958094638622,0.0010785105207616102,0.0007643595414747746,0.0008431134640979748,0.0011296853657982915,0.0017606927142666986,0.000887237380413375,0.0008560992184515624,0.0011968209944376942,0.0007470239346135199,0.0007826521521341386,0.001458039312815358,0.001260592877798204,0.0008707064272384128
929,1.4814814814814829e-08,0.0,0.0,0.0,0.0,1.4814814814813183e-09,0.0,0.0,0.0,0.0,0.0,3.333333333332966e-07,0.0,3.999984835841248e-08,0.0,5.925925925925273e-09,0.0,3.333333333332966e-07,0.0,0.0
262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.048581916328838e-09,0.0,0.0,0.0,0.0,0.0,0.0
810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,0.0009481004796186864,0.0001773261477593608,0.00032578408840547795,0.00022237980440115206,0.00020170300945512764,8.436490566026397e-05,8.37772391341176e-05,0.00016727072545801486,4.889141728005781e-05,4.8752613578191195e-05,0.0001525119314996762,9.105427317850564e-05,4.91371927122375e-05,9.020118434034775e-05,7.199882150049112e-05,7.765150769033951e-05,6.0267334939676205e-05,6.238216401153128e-05,0.00022299281981070666,2.5032928358076828e-05
49,0.0009486673278167531,0.00017453449951288153,9.218481895909119e-05,0.00013105851364451636,0.0001487171734502127,0.00010160837054631037,8.219287238550176e-05,0.0001647305287999907,9.81927313795883e-05,0.00019451036488002445,0.0001501872567068237,0.0006318864322025901,4.791273675253734e-05,8.868287121289881e-05,7.06424330221119e-05,4.8406761294698557e-05,5.914296167040952e-05,6.12738359330967e-05,0.0002202571642444503,2.4257575906695056e-05
446,3.2941967859473456e-05,1.043840106230365e-06,1.1826997329274003e-06,1.0183832116098212e-06,7.406700152556919e-07,5.371755175026325e-06,1.025325079319792e-06,1.5506323044729712e-06,2.893409238689854e-07,1.5693104336189306e-06,1.407146881108127e-06,2.048189704991704e-06,3.1017491833487826e-07,8.075570891451364e-06,4.2358791133871295e-07,1.3425686743613915e-07,1.597188363334433e-07,3.1909615023878855e-06,1.95550528925704e-06,4.166645018953119e-08
142,5.716264990476645e-07,0.0,3.3333325123149033e-09,1.6666666666664833e-09,0.0,2.8333272505652898e-08,0.0,1.6666666666664833e-09,0.0,0.0,1.6666666666664833e-09,2.666658682492793e-08,0.0,1.2666543848922432e-07,0.0,6.666666666665933e-09,1.6666666666664833e-09,3.333321355737919e-08,0.0,0.0
968,0.00013182743977176883,1.2750434933507397e-08,6.739471861868653e-08,3.497251015480213e-07,3.6429862702465778e-09,9.075509606901359e-05,3.4608249797212726e-07,7.04910266115731e-07,2.0236651499621594e-06,1.2002743667912962e-06,7.231213086056945e-07,4.972481894121414e-07,1.8214936247721126e-09,7.631453076622533e-07,1.6848724639972607e-06,7.285974499088451e-09,7.28596859660795e-09,2.1493274646391247e-07,2.72672738901018e-06,0.0
345,0.0010694430761369399,0.00025119917294552625,0.0004729051157669073,0.00021617790855802462,0.0002900708288874201,0.00015677605040976492,0.00015729989130594215,0.00029288911158274506,0.00018352982937704782,8.633695952939329e-05,0.0002442496202615498,0.0001602050990406828,0.00012353424794740115,0.00016576461081029166,0.0001478924907486839,9.476957281025423e-05,0.00026306928385333043,0.00011708075030600465,0.0003618508234187788,5.5813392280986776e-05
971,2.3774642979975828e-05,0.0,1.6339869281043953e-09,1.633986928104395e-09,0.0,2.777771814279696e-08,0.0,3.333333333332966e-07,0.0,0.0,1.633986928104395e-09,1.6339839539007412e-08,0.0,1.2418180244041601e-07,0.0,6.535947712417581e-09,1.633986928104395e-09,2.6862587830278527e-06,0.0,0.0
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0015864504659872233,0.0009455649153577308,0.0006678464974003316,0.0007955675021802875,0.0008833181439513236,0.00126813694693034,0.000774342014769817,0.0007409587685673386,0.0008149296840222545,0.0005136583221683727,0.0008187216086006414,0.0007366667456426733,0.0005382946163877648,0.0006582245540285942,0.0010320761458432958,0.0005074760566904765,0.0005945629888217307,0.0005603439698361989,0.0010008765539322518,0.0003824455511627017
6,0.001415722252017715,0.0004223029515320509,0.00036568710399277203,0.00044475244192113876,0.0004999725678780272,0.0005654152105690056,0.0005983755649870046,0.00046644893453341875,0.00028092326592243027,0.0002708876126508201,0.0005753457652656165,0.0006127550588407836,0.00046910599418662077,0.0003863877205279711,0.0003490504364394971,0.00024416302185873226,0.00030844535095067636,0.0002855416812522889,0.0007569577549598734,0.00017247340545107525
600,0.0013496246307140637,0.0013566202786778724,0.001066655283583191,0.0011262348016051196,0.001261186740126274,0.0011387751331348582,0.0011671921347371945,0.0012977803441781377,0.0010592721233279433,0.0017131203657456211,0.0014329267083466252,0.0016639153843499054,0.0009945068480614612,0.0010382822896816619,0.0010176978953206836,0.000870450575579414,0.0009775069231315766,0.0009613220466147086,0.0013161542357393696,0.0007517525153375697
496,0.0006884022312096138,0.00020663002587249685,0.00025404219252487777,0.0001834467229287966,0.00022780019760380835,0.00030673572134709293,0.00023383186747400993,0.00023239234505584755,0.00011260737770635731,0.0002333131686686604,0.0004282725990868688,0.0008679052091122302,0.00011617777285090283,0.0002125027323188355,0.00021459814101069922,0.00010485218860520396,0.00017295020902712295,0.00017845784119550152,0.0003943609618299414,6.859215962666567e-05
702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,0.0,0.0,0.0,0.0,0.0,1.4064697608999857e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.828407374073811e-08,0.0,0.0,0.0,0.0,0.0,0.0
598,0.0008493694606308692,0.00010074033768839443,0.000272700895199162,0.00010140139601534149,0.000101699318372234,6.231323602425067e-05,7.190370442773337e-05,8.275390652203398e-05,3.415332628721411e-05,3.031292451608375e-05,0.00011845278944313055,0.0001327259085603804,3.528750105325206e-05,0.0005192335210411753,5.3796529919963804e-05,5.941941365848771e-05,4.2844386113748435e-05,4.8043597097946994e-05,0.00017812544122087159,1.8133472097552444e-05
502,1.7877488489262697e-05,3.3987435086937895e-06,4.960122321844263e-07,1.7221940311982776e-06,2.03172685802044e-06,2.3545491581149092e-06,4.438353982787119e-06,2.5137586265192994e-06,6.378881303966019e-06,1.3074417209690903e-06,2.5355675836935385e-06,4.732275316621073e-05,1.0238023313062765e-06,2.114636876382286e-06,3.988024489207531e-07,3.4722081705938427e-07,3.511886512031169e-07,1.3430498879115569e-06,6.568988388478319e-06,0.0
433,0.0008492261600740282,7.063501128595461e-05,0.0002701541408686492,0.0001411275023842676,0.00011848081622922733,6.15023756963214e-05,6.185129015246507e-05,0.0001299645791303888,0.0002238855581389963,2.9899567578516636e-05,0.00011641730114323714,0.0005557102361403658,3.557891699945017e-05,7.106280874273778e-05,5.2574449511501326e-05,5.824157655598326e-05,4.186680331599472e-05,4.7108365738150516e-05,0.00018384979511242377,1.7617323001274982e-05
119,7.845398391300118e-07,3.350425641025272e-07,1.6752093956373236e-06,3.367517940085099e-07,0.0,3.6239019402909385e-07,0.0,5.1282034102128954e-09,3.350425641025272e-07,3.555555555555562e-07,5.1282034102128954e-09,7.179423511121269e-08,0.0,3.350335618748685e-07,0.0,6.837606837606085e-09,1.7094017094015208e-09,6.49568033689924e-08,6.717938435466725e-07,0.0
108,0.003077265168766429,0.002592246019741431,0.002629217605517948,0.0025371383022612395,0.002588945438694195,0.002659473004941128,0.0025255335471311767,0.002580948698970049,0.0024132813775617585,0.0024380112912012965,0.0025799398323724863,0.0027643541441960172,0.0024098559437217178,0.002521244101037934,0.0024517803290935525,0.00237165673205129,0.0024274155168521614,0.002505595228385779,0.002668299425891466,0.00229423123843026
647,0.0008488267277699166,0.0001383679366816065,6.314179824774423e-05,9.90536399626017e-05,0.00013672614811954616,0.00013548144871201878,6.0367983764065395e-05,8.050840185718767e-05,7.490012160037111e-05,2.91527562772051e-05,0.00011437505193160508,0.00013266643055924064,3.554246817602287e-05,6.999488566337855e-05,5.134640351973209e-05,3.408937924326634e-05,4.08843446628168e-05,4.616901256736729e-05,0.0001756984320599308,1.709818153770267e-05
589,0.00011970210628604908,0.0001361718245252698,0.00026479323819046056,8.52483810669396e-05,0.00010926786670785931,6.050161922774259e-05,0.00013732326602871077,8.283740878959874e-05,3.3933996291511654e-05,2.873410483101898e-05,9.705093660077541e-05,0.00013077278357115016,0.00016160550936471352,6.859248373383781e-05,5.011222353260225e-05,5.567862601705436e-05,3.989687546259677e-05,4.4892853517001464e-05,0.00017313807292036908,1.657596887094229e-05
374,0.003144162237652655,0.002648599194083636,0.0026863745099857295,0.0025922934827451796,0.0026452268612745045,0.0027172876354833266,0.0025804364503296804,0.002637056279382441,0.0024657440162044056,0.0024910115366621943,0.0026360254809023233,0.002824448799504627,0.0024622441164113204,0.0025760537554083236,0.002505079901465151,0.0024232144870958835,0.0024801854193924264,0.002560064689872426,0.0027263059351499757,0.0023441058305700485
910,6.444018857388067e-05,3.4364252357032076e-09,1.718210244958869e-08,5.154636545203432e-09,0.0,3.092775736333614e-08,0.0,5.154637448409869e-09,3.436425235703207e-09,3.573883161512034e-07,3.3848745531796165e-07,4.7387299451227145e-06,0.0,3.3676053899793483e-07,0.0,6.872852233676219e-09,1.7182130584190546e-09,6.529163225233771e-08,3.419235316117842e-07,0.0
718,0.002068974449571207,0.0016403282350956336,0.0017489247546963289,0.0015891554778984672,0.001681243806059907,0.0018686682945831842,0.0015608708134633182,0.0016415792023944395,0.0014474679398960826,0.0014138993883007285,0.0016646136587819724,0.0017216762920273148,0.0014307945518232787,0.0015417356152466022,0.001495867268218684,0.0014578215838401197,0.0014801443529065712,0.001470757288534639,0.0017511664773144846,0.0012597171570008395
744,0.001917058155541522,0.0011455062853346165,0.0010344534482611724,0.0009955336277391396,0.001467757455189764,0.0013415706673759306,0.0009921070330932904,0.001158211623005893,0.0008012309232658529,0.0008814599611361546,0.0011623724003779101,0.00123575810918291,0.0008582486493241661,0.0008968468331513586,0.0007839954506756214,0.0007840335848221,0.0010898985531707403,0.001028145289230282,0.0014530979177870334,0.0009112379866790276
